,voltage,Cd_50_ppb_0,Cd_50_ppb_1,Cd_50_ppb_2,Cd_50_ppb_3,Cd_125_ppb_4,Cd_125_ppb_5,Cd_125_ppb_6,Cd_125_ppb_7,Cd_250_ppb_8,Cd_250_ppb_9,Cd_250_ppb_10,Cd_250_ppb_11,Cd_375_ppb_12,Cd_375_ppb_13,Cd_375_ppb_14,Cd_375_ppb_15,Cd_500_ppb_16,Cd_500_ppb_17,Cd_500_ppb_18,Cd_500_ppb_19,Cd_625_ppb_20,Cd_625_ppb_21,Cd_625_ppb_22,Cd_625_ppb_23,Cd_750_ppb_24,Cd_750_ppb_25,Cd_750_ppb_26,Cd_750_ppb_27,Cd_825_ppb_28,Cd_825_ppb_29,Cd_825_ppb_30,Cd_825_ppb_31,Cd_1000_ppb_32,Cd_1000_ppb_33,Cd_1000_ppb_34,Cd_1000_ppb_35
243,0.027999999999999137,-0.930563,-1.116675,-0.930563,-1.054638,-1.24075,-1.4889,-1.364825,-1.612975,-1.612975,-1.861125,-1.799088,-1.612975,-1.9852,-2.23335,-2.171313,-2.357425,-2.419463,-2.72965,-2.667613,-2.915763,-3.039838,-3.350025,-3.163913,-3.4741,-3.660213,-4.032438,-3.784288,-4.21855,-4.21855,-4.900963,-4.280588,-4.900963,-5.521338,-6.20375,-5.4593,-6.141713
244,0.023999999999999133,-0.930563,-1.178713,-0.930563,-1.116675,-1.24075,-1.4889,-1.426863,-1.550938,-1.612975,-1.861125,-1.799088,-1.550938,-1.9852,-2.295388,-2.109275,-2.357425,-2.419463,-2.853725,-2.667613,-2.9778,-3.039838,-3.350025,-3.22595,-3.536138,-3.660213,-4.032438,-3.846325,-4.21855,-4.21855,-4.963,-4.342625,-4.963,-5.521338,-6.327825,-5.4593,-6.20375
245,0.01999999999999913,-0.9926,-1.178713,-0.930563,-1.178713,-1.24075,-1.426863,-1.4889,-1.675013,-1.612975,-1.861125,-1.799088,-1.675013,-2.047238,-2.295388,-2.171313,-2.357425,-2.4815,-2.791688,-2.667613,-3.039838,-3.101875,-3.350025,-3.22595,-3.598175,-3.72225,-4.094475,-3.846325,-4.280588,-4.342625,-5.025038,-4.404663,-4.900963,-5.583375,-6.327825,-5.521338,-6.265788
246,0.015999999999999126,-1.054638,-1.178713,-0.930563,-1.178713,-1.24075,-1.4889,-1.4889,-1.675013,-1.612975,-1.861125,-1.799088,-1.675013,-2.047238,-2.295388,-2.23335,-2.419463,-2.4815,-2.853725,-2.667613,-2.9778,-3.163913,-3.412063,-3.22595,-3.598175,-3.72225,-4.156513,-3.908363,-4.280588,-4.280588,-5.025038,-4.404663,-5.025038,-5.583375,-6.327825,-5.521338,-6.265788
247,0.011999999999999122,-0.9926,-1.116675,-0.9926,-1.116675,-1.302788,-1.426863,-1.4889,-1.612975,-1.73705,-1.861125,-1.799088,-1.612975,-2.047238,-2.357425,-2.23335,-2.419463,-2.543538,-2.791688,-2.667613,-2.9778,-3.22595,-3.4741,-3.287988,-3.598175,-3.846325,-4.21855,-3.908363,-4.342625,-4.342625,-5.087075,-4.4667,-5.025038,-5.645413,-6.389863,-5.645413,-6.327825
248,0.007999999999999119,-0.9926,-1.178713,-0.930563,-1.178713,-1.364825,-1.4889,-1.4889,-1.675013,-1.675013,-1.861125,-1.861125,-1.675013,-2.109275,-2.357425,-2.23335,-2.419463,-2.4815,-2.915763,-2.72965,-3.101875,-3.22595,-3.412063,-3.287988,-3.660213,-3.846325,-4.21855,-3.908363,-4.342625,-4.404663,-5.087075,-4.4667,-5.087075,-5.645413,-6.389863,-5.70745,-6.327825
249,0.003999999999999115,-0.9926,-1.178713,-0.930563,-1.178713,-1.302788,-1.550938,-1.550938,-1.675013,-1.675013,-1.861125,-1.861125,-1.675013,-2.109275,-2.295388,-2.23335,-2.543538,-2.4815,-2.9778,-2.791688,-3.101875,-3.163913,-3.4741,-3.287988,-3.660213,-3.784288,-4.156513,-3.9704,-4.404663,-4.404663,-5.149113,-4.528738,-5.149113,-5.769488,-6.513938,-5.70745,-6.389863
250,0.0,-0.9926,-1.178713,-0.930563,-1.178713,-1.364825,-1.4889,-1.4889,-1.675013,-1.675013,-1.923163,-1.861125,-1.675013,-2.109275,-2.357425,-2.23335,-2.543538,-2.543538,-2.9778,-2.791688,-3.101875,-3.22595,-3.536138,-3.350025,-3.660213,-3.908363,-4.21855,-4.032438,-4.404663,-4.4667,-5.21115,-4.528738,-5.21115,-5.769488,-6.513938,-5.769488,-6.4519
251,-0.004000000000000892,-0.9926,-1.178713,-0.930563,-1.178713,-1.302788,-1.550938,-1.4889,-1.675013,-1.73705,-1.923163,-1.861125,-1.675013,-2.047238,-2.357425,-2.23335,-2.4815,-2.543538,-2.853725,-2.853725,-3.039838,-3.287988,-3.536138,-3.412063,-3.72225,-3.908363,-4.280588,-4.032438,-4.404663,-4.4667,-5.273188,-4.528738,-5.21115,-5.831525,-6.513938,-5.769488,-6.513938
252,-0.008000000000000895,-0.9926,-1.24075,-0.9926,-1.116675,-1.364825,-1.550938,-1.4889,-1.675013,-1.675013,-1.923163,-1.923163,-1.675013,-2.109275,-2.419463,-2.23335,-2.605575,-2.605575,-2.9778,-2.853725,-3.101875,-3.287988,-3.598175,-3.412063,-3.784288,-3.908363,-4.280588,-4.094475,-4.4667,-4.528738,-5.273188,-4.590775,-5.21115,-5.893563,-6.575975,-5.831525,-6.575975
253,-0.012000000000000899,-0.9926,-1.178713,-1.054638,-1.178713,-1.364825,-1.550938,-1.4889,-1.73705,-1.73705,-1.9852,-1.861125,-1.73705,-2.171313,-2.419463,-2.295388,-2.605575,-2.605575,-2.9778,-2.853725,-3.163913,-3.287988,-3.598175,-3.412063,-3.784288,-3.9704,-4.280588,-4.156513,-4.4667,-4.528738,-5.273188,-4.71485,-5.273188,-5.893563,-6.70005,-5.831525,-6.575975
254,-0.016000000000000902,-0.9926,-1.178713,-1.054638,-1.178713,-1.302788,-1.550938,-1.550938,-1.675013,-1.799088,-1.923163,-1.923163,-1.675013,-2.109275,-2.357425,-2.295388,-2.605575,-2.667613,-2.9778,-2.853725,-3.163913,-3.350025,-3.598175,-3.412063,-3.72225,-3.9704,-4.342625,-4.156513,-4.4667,-4.590775,-5.335225,-4.71485,-5.335225,-5.9556,-6.70005,-5.9556,-6.575975
255,-0.020000000000000906,-1.116675,-1.24075,-0.9926,-1.178713,-1.426863,-1.612975,-1.550938,-1.675013,-1.73705,-1.9852,-1.923163,-1.675013,-2.171313,-2.419463,-2.295388,-2.605575,-2.667613,-2.9778,-2.915763,-3.163913,-3.287988,-3.660213,-3.4741,-3.846325,-3.9704,-4.404663,-4.156513,-4.528738,-4.590775,-5.335225,-4.71485,-5.273188,-5.9556,-6.762088,-5.893563,-6.638013
256,-0.02400000000000091,-1.116675,-1.24075,-0.9926,-1.178713,-1.302788,-1.550938,-1.550938,-1.799088,-1.73705,-1.9852,-1.923163,-1.799088,-2.171313,-2.419463,-2.357425,-2.605575,-2.667613,-3.039838,-2.915763,-3.22595,-3.350025,-3.660213,-3.4741,-3.908363,-4.032438,-4.404663,-4.156513,-4.652813,-4.652813,-5.397263,-4.776888,-5.397263,-6.017638,-6.824125,-6.017638,-6.762088
257,-0.028000000000000913,-0.9926,-1.24075,-1.054638,-1.24075,-1.426863,-1.612975,-1.550938,-1.73705,-1.73705,-1.9852,-1.923163,-1.73705,-2.23335,-2.419463,-2.357425,-2.605575,-2.72965,-3.039838,-2.915763,-3.287988,-3.350025,-3.660213,-3.536138,-3.846325,-4.094475,-4.404663,-4.21855,-4.590775,-4.71485,-5.397263,-4.776888,-5.4593,-6.017638,-6.886163,-6.017638,-6.824125
258,-0.03200000000000092,-1.116675,-1.24075,-1.054638,-1.24075,-1.426863,-1.612975,-1.550938,-1.799088,-1.799088,-1.9852,-1.923163,-1.799088,-2.23335,-2.4815,-2.357425,-2.605575,-2.667613,-3.039838,-2.915763,-3.22595,-3.412063,-3.72225,-3.536138,-3.908363,-4.032438,-4.404663,-4.21855,-4.652813,-4.71485,-5.521338,-4.838925,-5.521338,-6.141713,-6.9482,-6.079675,-6.824125
259,-0.03600000000000092,-1.054638,-1.24075,-1.054638,-1.24075,-1.426863,-1.612975,-1.550938,-1.799088,-1.799088,-1.9852,-1.9852,-1.799088,-2.23335,-2.4815,-2.357425,-2.72965,-2.72965,-3.039838,-2.915763,-3.287988,-3.350025,-3.72225,-3.536138,-3.908363,-4.094475,-4.528738,-4.21855,-4.71485,-4.776888,-5.4593,-4.838925,-5.583375,-6.141713,-6.9482,-6.141713,-6.886163
260,-0.040000000000000924,-1.054638,-1.24075,-0.9926,-1.24075,-1.426863,-1.550938,-1.550938,-1.73705,-1.799088,-1.9852,-1.923163,-1.73705,-2.23335,-2.4815,-2.357425,-2.667613,-2.72965,-3.039838,-2.9778,-3.287988,-3.412063,-3.72225,-3.598175,-3.9704,-4.156513,-4.528738,-4.280588,-4.71485,-4.71485,-5.583375,-4.838925,-5.583375,-6.20375,-7.010238,-6.141713,-6.886163
261,-0.04400000000000093,-1.054638,-1.24075,-1.054638,-1.24075,-1.426863,-1.612975,-1.550938,-1.799088,-1.861125,-2.047238,-1.9852,-1.799088,-2.23335,-2.543538,-2.419463,-2.667613,-2.72965,-3.163913,-2.9778,-3.287988,-3.412063,-3.784288,-3.598175,-3.9704,-4.094475,-4.590775,-4.280588,-4.71485,-4.776888,-5.583375,-4.963,-5.645413,-6.20375,-7.072275,-6.20375,-7.010238
262,-0.04800000000000093,-1.054638,-1.24075,-1.054638,-1.24075,-1.426863,-1.675013,-1.612975,-1.73705,-1.861125,-2.047238,-1.9852,-1.73705,-2.295388,-2.543538,-2.357425,-2.72965,-2.72965,-3.101875,-2.9778,-3.350025,-3.4741,-3.784288,-3.598175,-3.9704,-4.156513,-4.590775,-4.342625,-4.71485,-4.838925,-5.645413,-4.900963,-5.583375,-6.265788,-7.072275,-6.265788,-7.010238
263,-0.052000000000000934,-1.116675,-1.302788,-1.054638,-1.24075,-1.426863,-1.675013,-1.612975,-1.861125,-1.861125,-2.109275,-1.9852,-1.861125,-2.295388,-2.543538,-2.419463,-2.667613,-2.791688,-3.101875,-2.9778,-3.287988,-3.4741,-3.846325,-3.598175,-4.032438,-4.21855,-4.590775,-4.342625,-4.838925,-4.900963,-5.645413,-5.025038,-5.70745,-6.265788,-7.134313,-6.327825,-7.072275
264,-0.05600000000000094,-1.116675,-1.24075,-0.9926,-1.24075,-1.426863,-1.675013,-1.612975,-1.861125,-1.861125,-2.047238,-1.9852,-1.861125,-2.295388,-2.543538,-2.419463,-2.72965,-2.791688,-3.163913,-2.9778,-3.350025,-3.4741,-3.908363,-3.660213,-4.032438,-4.21855,-4.590775,-4.404663,-4.776888,-4.900963,-5.70745,-5.025038,-5.70745,-6.389863,-7.134313,-6.389863,-7.134313
265,-0.06000000000000094,-1.054638,-1.302788,-1.116675,-1.24075,-1.4889,-1.675013,-1.612975,-1.861125,-1.861125,-2.047238,-1.9852,-1.861125,-2.295388,-2.605575,-2.4815,-2.72965,-2.791688,-3.163913,-3.039838,-3.412063,-3.536138,-3.908363,-3.660213,-4.032438,-4.280588,-4.652813,-4.4667,-4.838925,-4.900963,-5.70745,-5.025038,-5.70745,-6.389863,-7.134313,-6.389863,-7.134313
266,-0.06400000000000095,-1.054638,-1.302788,-1.054638,-1.24075,-1.4889,-1.675013,-1.612975,-1.861125,-1.861125,-2.171313,-2.047238,-1.861125,-2.295388,-2.605575,-2.419463,-2.72965,-2.791688,-3.163913,-3.039838,-3.4741,-3.536138,-3.908363,-3.660213,-4.032438,-4.280588,-4.652813,-4.4667,-4.900963,-4.963,-5.769488,-5.087075,-5.769488,-6.389863,-7.19635,-6.389863,-7.19635
267,-0.06800000000000095,-1.054638,-1.302788,-1.054638,-1.24075,-1.4889,-1.675013,-1.612975,-1.799088,-1.923163,-2.109275,-2.047238,-1.799088,-2.23335,-2.605575,-2.4815,-2.791688,-2.853725,-3.22595,-3.039838,-3.4741,-3.536138,-3.908363,-3.72225,-4.094475,-4.280588,-4.652813,-4.4667,-4.900963,-5.025038,-5.769488,-5.149113,-5.769488,-6.4519,-7.258388,-6.4519,-7.258388
268,-0.07200000000000095,-1.054638,-1.24075,-1.054638,-1.302788,-1.4889,-1.73705,-1.612975,-1.861125,-1.923163,-2.109275,-2.047238,-1.861125,-2.295388,-2.605575,-2.543538,-2.72965,-2.853725,-3.22595,-3.101875,-3.4741,-3.660213,-3.9704,-3.784288,-4.156513,-4.342625,-4.71485,-4.528738,-4.900963,-5.025038,-5.769488,-5.149113,-5.831525,-6.513938,-7.258388,-6.4519,-7.258388
269,-0.07600000000000096,-1.116675,-1.302788,-1.054638,-1.302788,-1.4889,-1.675013,-1.675013,-1.861125,-1.923163,-2.109275,-2.047238,-1.861125,-2.357425,-2.605575,-2.4815,-2.72965,-2.915763,-3.22595,-3.101875,-3.4741,-3.660213,-3.9704,-3.72225,-4.156513,-4.342625,-4.776888,-4.528738,-4.963,-5.025038,-5.831525,-5.149113,-5.893563,-6.575975,-7.4445,-6.513938,-7.258388
270,-0.08000000000000096,-1.116675,-1.302788,-1.054638,-1.302788,-1.426863,-1.675013,-1.675013,-1.923163,-1.923163,-2.109275,-2.047238,-1.923163,-2.357425,-2.605575,-2.4815,-2.791688,-2.915763,-3.287988,-3.101875,-3.4741,-3.660213,-3.9704,-3.784288,-4.21855,-4.404663,-4.838925,-4.528738,-5.025038,-5.087075,-5.831525,-5.149113,-5.893563,-6.638013,-7.4445,-6.638013,-7.382463
271,-0.08400000000000096,-1.116675,-1.302788,-1.054638,-1.302788,-1.4889,-1.675013,-1.675013,-1.923163,-1.923163,-2.171313,-2.047238,-1.923163,-2.357425,-2.667613,-2.4815,-2.853725,-2.853725,-3.350025,-3.163913,-3.4741,-3.660213,-3.9704,-3.784288,-4.21855,-4.404663,-4.838925,-4.590775,-5.025038,-5.087075,-5.9556,-5.21115,-5.9556,-6.638013,-7.4445,-6.638013,-7.4445
272,-0.08800000000000097,-1.178713,-1.302788,-1.054638,-1.302788,-1.4889,-1.73705,-1.675013,-1.923163,-1.923163,-2.109275,-2.047238,-1.923163,-2.357425,-2.667613,-2.605575,-2.853725,-2.915763,-3.350025,-3.163913,-3.536138,-3.660213,-3.9704,-3.846325,-4.21855,-4.404663,-4.900963,-4.590775,-5.025038,-5.087075,-6.017638,-5.21115,-5.9556,-6.638013,-7.568575,-6.638013,-7.506538
273,-0.09200000000000097,-1.116675,-1.302788,-1.054638,-1.302788,-1.4889,-1.73705,-1.675013,-1.923163,-1.923163,-2.171313,-2.171313,-1.923163,-2.357425,-2.667613,-2.543538,-2.915763,-2.9778,-3.287988,-3.22595,-3.536138,-3.660213,-4.032438,-3.784288,-4.280588,-4.404663,-4.838925,-4.590775,-5.087075,-5.149113,-6.017638,-5.21115,-6.017638,-6.638013,-7.630613,-6.70005,-7.568575
274,-0.09600000000000097,-1.178713,-1.364825,-1.178713,-1.302788,-1.550938,-1.73705,-1.675013,-1.861125,-1.923163,-2.109275,-2.109275,-1.861125,-2.357425,-2.667613,-2.605575,-2.915763,-2.915763,-3.287988,-3.22595,-3.536138,-3.72225,-4.156513,-3.846325,-4.280588,-4.4667,-4.900963,-4.590775,-5.087075,-5.21115,-6.017638,-5.273188,-6.017638,-6.762088,-7.568575,-6.70005,-7.506538
275,-0.10000000000000098,-1.116675,-1.364825,-1.116675,-1.302788,-1.426863,-1.73705,-1.675013,-1.923163,-1.861125,-2.171313,-2.171313,-1.923163,-2.357425,-2.72965,-2.543538,-2.915763,-2.915763,-3.287988,-3.22595,-3.536138,-3.72225,-4.094475,-3.908363,-4.280588,-4.4667,-4.900963,-4.652813,-5.149113,-5.149113,-6.079675,-5.335225,-6.079675,-6.762088,-7.69265,-6.762088,-7.568575
276,-0.10400000000000098,-1.116675,-1.24075,-1.116675,-1.302788,-1.426863,-1.73705,-1.675013,-1.923163,-1.9852,-2.23335,-2.109275,-1.923163,-2.419463,-2.72965,-2.605575,-2.915763,-2.915763,-3.350025,-3.163913,-3.598175,-3.784288,-4.156513,-3.908363,-4.342625,-4.4667,-4.963,-4.652813,-5.149113,-5.21115,-6.079675,-5.397263,-6.079675,-6.824125,-7.754688,-6.762088,-7.630613
277,-0.10800000000000098,-1.116675,-1.302788,-1.116675,-1.302788,-1.550938,-1.73705,-1.675013,-1.923163,-1.861125,-2.171313,-2.171313,-1.923163,-2.419463,-2.72965,-2.605575,-2.915763,-2.915763,-3.350025,-3.163913,-3.598175,-3.72225,-4.156513,-3.908363,-4.342625,-4.528738,-4.963,-4.652813,-5.149113,-5.273188,-6.141713,-5.397263,-6.141713,-6.886163,-7.754688,-6.824125,-7.69265
278,-0.11200000000000099,-1.116675,-1.302788,-1.116675,-1.364825,-1.550938,-1.73705,-1.73705,-1.923163,-1.923163,-2.171313,-2.171313,-1.923163,-2.419463,-2.72965,-2.605575,-2.9778,-2.9778,-3.350025,-3.287988,-3.598175,-3.72225,-4.094475,-3.908363,-4.342625,-4.528738,-5.025038,-4.71485,-5.21115,-5.335225,-6.141713,-5.4593,-6.141713,-6.886163,-7.754688,-6.886163,-7.754688
279,-0.11600000000000099,-1.116675,-1.364825,-1.116675,-1.364825,-1.4889,-1.73705,-1.675013,-1.9852,-1.9852,-2.23335,-2.109275,-1.9852,-2.419463,-2.72965,-2.543538,-2.915763,-2.915763,-3.412063,-3.287988,-3.598175,-3.784288,-4.094475,-3.846325,-4.342625,-4.528738,-5.025038,-4.71485,-5.21115,-5.273188,-6.141713,-5.397263,-6.20375,-6.886163,-7.816725,-6.9482,-7.754688
280,-0.120000000000001,-1.116675,-1.364825,-1.054638,-1.364825,-1.4889,-1.73705,-1.73705,-1.923163,-1.9852,-2.171313,-2.171313,-1.923163,-2.419463,-2.72965,-2.667613,-2.9778,-2.9778,-3.412063,-3.287988,-3.72225,-3.784288,-4.21855,-3.908363,-4.404663,-4.590775,-5.025038,-4.776888,-5.21115,-5.335225,-6.20375,-5.397263,-6.20375,-6.9482,-7.816725,-6.886163,-7.816725
281,-0.124000000000001,-1.178713,-1.364825,-1.116675,-1.364825,-1.550938,-1.73705,-1.675013,-1.9852,-1.9852,-2.171313,-2.109275,-1.9852,-2.419463,-2.791688,-2.667613,-2.9778,-2.9778,-3.4741,-3.287988,-3.660213,-3.784288,-4.21855,-3.9704,-4.404663,-4.590775,-5.025038,-4.776888,-5.273188,-5.273188,-6.20375,-5.397263,-6.20375,-7.010238,-7.878763,-7.010238,-7.816725
282,-0.128000000000001,-1.116675,-1.364825,-1.116675,-1.302788,-1.550938,-1.799088,-1.73705,-1.861125,-1.9852,-2.171313,-2.171313,-1.861125,-2.4815,-2.791688,-2.667613,-2.9778,-3.039838,-3.412063,-3.350025,-3.660213,-3.846325,-4.21855,-3.9704,-4.404663,-4.590775,-5.087075,-4.776888,-5.335225,-5.397263,-6.265788,-5.521338,-6.327825,-7.010238,-7.878763,-7.010238,-7.878763
283,-0.132000000000001,-1.178713,-1.364825,-1.116675,-1.364825,-1.550938,-1.799088,-1.73705,-1.9852,-1.9852,-2.295388,-2.109275,-1.9852,-2.4815,-2.791688,-2.667613,-2.9778,-3.039838,-3.4741,-3.350025,-3.72225,-3.846325,-4.280588,-3.9704,-4.404663,-4.590775,-5.087075,-4.838925,-5.335225,-5.397263,-6.265788,-5.521338,-6.265788,-7.072275,-7.9408,-7.010238,-7.9408
284,-0.136000000000001,-1.24075,-1.364825,-1.116675,-1.302788,-1.612975,-1.799088,-1.73705,-1.9852,-2.047238,-2.23335,-2.171313,-1.9852,-2.4815,-2.791688,-2.605575,-2.9778,-2.9778,-3.4741,-3.350025,-3.72225,-3.846325,-4.280588,-4.032438,-4.4667,-4.652813,-5.087075,-4.838925,-5.335225,-5.335225,-6.265788,-5.521338,-6.327825,-7.072275,-8.064875,-7.134313,-7.9408
285,-0.140000000000001,-1.178713,-1.364825,-1.116675,-1.302788,-1.550938,-1.799088,-1.73705,-1.923163,-1.9852,-2.23335,-2.171313,-1.923163,-2.4815,-2.72965,-2.72965,-3.039838,-3.039838,-3.412063,-3.350025,-3.660213,-3.846325,-4.280588,-3.9704,-4.4667,-4.652813,-5.149113,-4.838925,-5.335225,-5.397263,-6.265788,-5.521338,-6.327825,-7.072275,-8.002838,-7.072275,-8.002838
286,-0.14400000000000102,-1.178713,-1.364825,-1.116675,-1.364825,-1.550938,-1.861125,-1.73705,-1.9852,-2.047238,-2.23335,-2.171313,-1.9852,-2.4815,-2.72965,-2.667613,-3.039838,-3.101875,-3.536138,-3.350025,-3.72225,-3.908363,-4.280588,-4.094475,-4.4667,-4.652813,-5.149113,-4.838925,-5.335225,-5.4593,-6.389863,-5.583375,-6.4519,-7.134313,-8.002838,-7.134313,-8.064875
287,-0.14800000000000102,-1.178713,-1.426863,-1.116675,-1.364825,-1.550938,-1.799088,-1.73705,-2.047238,-2.047238,-2.295388,-2.171313,-2.047238,-2.543538,-2.791688,-2.667613,-3.039838,-3.039838,-3.536138,-3.287988,-3.784288,-3.908363,-4.280588,-4.032438,-4.4667,-4.652813,-5.149113,-4.838925,-5.4593,-5.521338,-6.327825,-5.583375,-6.327825,-7.134313,-8.064875,-7.19635,-8.002838
288,-0.15200000000000102,-1.178713,-1.364825,-1.116675,-1.364825,-1.550938,-1.799088,-1.73705,-2.047238,-2.047238,-2.23335,-2.171313,-2.047238,-2.4815,-2.791688,-2.667613,-3.039838,-3.101875,-3.536138,-3.350025,-3.72225,-3.908363,-4.21855,-4.032438,-4.4667,-4.71485,-5.21115,-4.900963,-5.4593,-5.4593,-6.389863,-5.645413,-6.513938,-7.19635,-8.064875,-7.19635,-8.064875
289,-0.15600000000000103,-1.178713,-1.364825,-1.116675,-1.364825,-1.550938,-1.799088,-1.73705,-2.047238,-2.047238,-2.295388,-2.171313,-2.047238,-2.543538,-2.853725,-2.667613,-3.039838,-3.101875,-3.4741,-3.412063,-3.72225,-3.908363,-4.342625,-4.032438,-4.528738,-4.71485,-5.21115,-4.963,-5.4593,-5.521338,-6.389863,-5.645413,-6.513938,-7.19635,-8.064875,-7.19635,-8.126913
290,-0.16000000000000103,-1.178713,-1.426863,-1.178713,-1.426863,-1.612975,-1.799088,-1.799088,-2.047238,-2.047238,-2.295388,-2.171313,-2.047238,-2.543538,-2.853725,-2.667613,-3.039838,-3.101875,-3.536138,-3.412063,-3.72225,-3.9704,-4.342625,-4.032438,-4.528738,-4.71485,-5.21115,-4.963,-5.397263,-5.521338,-6.389863,-5.645413,-6.4519,-7.258388,-8.18895,-7.19635,-8.18895
291,-0.16400000000000103,-1.178713,-1.364825,-1.116675,-1.302788,-1.612975,-1.799088,-1.73705,-2.047238,-1.9852,-2.295388,-2.23335,-2.047238,-2.4815,-2.791688,-2.72965,-3.039838,-3.101875,-3.4741,-3.412063,-3.784288,-3.9704,-4.342625,-4.094475,-4.590775,-4.71485,-5.273188,-4.963,-5.521338,-5.521338,-6.4519,-5.645413,-6.575975,-7.258388,-8.18895,-7.19635,-8.18895
292,-0.16800000000000104,-1.24075,-1.364825,-1.116675,-1.364825,-1.550938,-1.799088,-1.799088,-2.047238,-2.047238,-2.295388,-2.23335,-2.047238,-2.4815,-2.791688,-2.72965,-3.039838,-3.163913,-3.598175,-3.4741,-3.784288,-3.9704,-4.404663,-4.094475,-4.590775,-4.776888,-5.273188,-4.963,-5.521338,-5.521338,-6.4519,-5.645413,-6.513938,-7.258388,-8.18895,-7.258388,-8.18895
293,-0.17200000000000104,-1.178713,-1.426863,-1.116675,-1.364825,-1.550938,-1.799088,-1.799088,-1.9852,-2.047238,-2.295388,-2.23335,-1.9852,-2.543538,-2.853725,-2.72965,-3.039838,-3.101875,-3.536138,-3.412063,-3.784288,-3.9704,-4.404663,-4.094475,-4.590775,-4.776888,-5.273188,-4.963,-5.4593,-5.521338,-6.4519,-5.70745,-6.513938,-7.320425,-8.250988,-7.258388,-8.250988
294,-0.17600000000000104,-1.178713,-1.426863,-1.116675,-1.426863,-1.550938,-1.861125,-1.799088,-2.047238,-2.109275,-2.295388,-2.23335,-2.047238,-2.605575,-2.853725,-2.72965,-3.039838,-3.163913,-3.598175,-3.412063,-3.784288,-3.9704,-4.404663,-4.156513,-4.652813,-4.838925,-5.273188,-5.025038,-5.521338,-5.583375,-6.513938,-5.70745,-6.575975,-7.320425,-8.250988,-7.320425,-8.313025
295,-0.18000000000000105,-1.24075,-1.426863,-1.178713,-1.364825,-1.612975,-1.861125,-1.799088,-1.9852,-2.047238,-2.295388,-2.23335,-1.9852,-2.543538,-2.853725,-2.791688,-3.101875,-3.163913,-3.598175,-3.4741,-3.846325,-3.9704,-4.404663,-4.156513,-4.652813,-4.71485,-5.335225,-5.087075,-5.583375,-5.583375,-6.513938,-5.769488,-6.575975,-7.382463,-8.250988,-7.320425,-8.250988
296,-0.18400000000000105,-1.24075,-1.426863,-1.178713,-1.364825,-1.550938,-1.861125,-1.799088,-1.9852,-2.047238,-2.357425,-2.23335,-1.9852,-2.543538,-2.853725,-2.791688,-3.101875,-3.163913,-3.598175,-3.4741,-3.908363,-4.032438,-4.404663,-4.156513,-4.652813,-4.776888,-5.335225,-5.087075,-5.583375,-5.583375,-6.575975,-5.769488,-6.575975,-7.4445,-8.313025,-7.382463,-8.250988
297,-0.18800000000000106,-1.24075,-1.426863,-1.178713,-1.426863,-1.550938,-1.861125,-1.799088,-2.047238,-2.047238,-2.357425,-2.295388,-2.047238,-2.543538,-2.853725,-2.791688,-3.101875,-3.163913,-3.660213,-3.4741,-3.846325,-3.9704,-4.4667,-4.21855,-4.590775,-4.776888,-5.335225,-5.025038,-5.583375,-5.583375,-6.575975,-5.769488,-6.575975,-7.320425,-8.313025,-7.320425,-8.313025
298,-0.19200000000000106,-1.24075,-1.426863,-1.178713,-1.426863,-1.612975,-1.861125,-1.799088,-2.109275,-2.047238,-2.357425,-2.295388,-2.109275,-2.543538,-2.853725,-2.791688,-3.163913,-3.22595,-3.598175,-3.4741,-3.908363,-4.032438,-4.404663,-4.21855,-4.652813,-4.838925,-5.397263,-5.087075,-5.583375,-5.645413,-6.638013,-5.769488,-6.638013,-7.4445,-8.375063,-7.4445,-8.313025
299,-0.19600000000000106,-1.24075,-1.426863,-1.178713,-1.426863,-1.612975,-1.799088,-1.861125,-2.047238,-2.047238,-2.357425,-2.295388,-2.047238,-2.543538,-2.915763,-2.791688,-3.101875,-3.22595,-3.598175,-3.536138,-3.908363,-4.032438,-4.404663,-4.21855,-4.71485,-4.838925,-5.397263,-5.149113,-5.583375,-5.645413,-6.575975,-5.831525,-6.638013,-7.4445,-8.4371,-7.4445,-8.375063
300,-0.20000000000000107,-1.24075,-1.426863,-1.178713,-1.364825,-1.612975,-1.861125,-1.861125,-2.047238,-2.047238,-2.357425,-2.295388,-2.047238,-2.605575,-2.915763,-2.853725,-3.101875,-3.163913,-3.660213,-3.4741,-3.908363,-4.032438,-4.4667,-4.21855,-4.652813,-4.900963,-5.335225,-5.087075,-5.645413,-5.645413,-6.575975,-5.831525,-6.70005,-7.4445,-8.4371,-7.4445,-8.375063
301,-0.20400000000000107,-1.24075,-1.426863,-1.24075,-1.364825,-1.612975,-1.923163,-1.861125,-2.047238,-2.109275,-2.357425,-2.295388,-2.047238,-2.605575,-2.915763,-2.853725,-3.163913,-3.163913,-3.660213,-3.536138,-3.908363,-4.032438,-4.4667,-4.280588,-4.652813,-4.900963,-5.397263,-5.149113,-5.645413,-5.70745,-6.575975,-5.893563,-6.70005,-7.4445,-8.375063,-7.4445,-8.4371
