,voltage,SW0_0,SW0_1,SW0_2,SW0_3,SW0_4,SW0_5,SW0_6,SW0_7,SW0_8,SW0_9,SW0_10,SW0_11,SW0_12,SW0_13,SW0_14,SW0_15,SW0_16,SW0_17,SW0_18,SW0_19,SW0_20,SW0_21,SW0_22,SW0_23,SW0_24,SW0_25,SW0_26,SW0_27,SW0_28,SW0_29,SW0_30,SW0_31,SW0_32,SW0_33,SW0_34,SW0_35,SW0_36,SW0_37,SW0_38,SW0_39,SW0_40,SW0_41,SW0_42,SW0_43,SW0_44,SW0_45,SW0_46,SW0_47,SW0_48,SW0_49,SW0_50,SW0_51,SW0_52,SW0_53,SW0_54,SW0_55,SW0_56,SW0_57,SW0_58,SW0_59,SW0_60,SW0_61,SW0_62,SW0_63,SW0_64,SW0_65,SW0_66,SW0_67,SW0_68,SW0_69,SW0_70,SW0_71,SW0_72,SW0_73,SW0_74,SW0_75,SW0_76,SW0_77,SW0_78,SW0_79
221,0.11599999999999921,-1.043332,-0.381097,-0.818422,-0.893392,-0.893392,-0.362355,-0.743452,-0.362355,-0.743452,-5.59776,-5.928877,-0.343612,-0.705967,-0.393592,-0.69972,-0.372225,-0.682413,-0.372225,-0.74445,-0.372225,-0.310188,-0.434263,-0.372225,-0.620375,-0.372225,-0.310188,-0.372225,-0.372225,-0.74445,-0.372225,-0.620375,-0.372225,-0.682413,-0.434263,-0.868525,-0.44982,-0.04998,-0.262395,-0.24815,-0.310188,-0.343612,-0.043732,-0.372225,-0.372225,-0.310188,-0.310188,-0.24815,-0.4963,-0.558338,-0.620375,-0.620375,-0.682413,-0.24815,-0.558338,-0.372225,-0.74445,-0.4963,-0.74445,-0.4963,-0.558338,-0.287385,-0.687225,-0.868525,-1.24075,-0.930563,-2.23335,-1.4889,-1.24075,-0.372225,-0.434263,-0.74445,-0.372225,-0.434263,-0.682413,-0.372225,-0.372225,-0.372225,-0.372225,-0.331117,-0.687225
222,0.11199999999999921,-1.055827,-0.418582,-0.843412,-0.862155,-0.862155,-0.356107,-0.7497,-0.362355,-0.7497,-5.610255,-5.941372,-0.362355,-0.64974,-0.39984,-0.712215,-0.372225,-0.682413,-0.372225,-0.806488,-0.372225,-0.372225,-0.372225,-0.434263,-0.558338,-0.372225,-0.310188,-0.372225,-0.310188,-0.74445,-0.372225,-0.620375,-0.434263,-0.74445,-0.434263,-0.74445,-0.456067,-0.037485,-0.262395,-0.24815,-0.310188,-0.34986,-0.056227,-0.372225,-0.372225,-0.24815,-0.310188,-0.24815,-0.620375,-0.620375,-0.620375,-0.558338,-0.682413,-0.24815,-0.620375,-0.372225,-0.74445,-0.558338,-0.806488,-0.620375,-0.620375,-0.356107,-0.630997,-0.868525,-1.24075,-0.9926,-2.171313,-1.4889,-1.178713,-0.310188,-0.372225,-0.682413,-0.372225,-0.434263,-0.74445,-0.372225,-0.434263,-0.372225,-0.372225,-0.387345,-0.62475
223,0.10799999999999921,-1.055827,-0.387345,-0.830917,-0.89964,-0.89964,-0.362355,-0.7497,-0.368602,-0.755947,-5.628997,-5.966362,-0.37485,-0.705967,-0.406087,-0.718462,-0.372225,-0.74445,-0.372225,-0.74445,-0.310188,-0.372225,-0.434263,-0.434263,-0.620375,-0.434263,-0.310188,-0.372225,-0.372225,-0.74445,-0.310188,-0.620375,-0.310188,-0.806488,-0.434263,-0.868525,-0.456067,-0.04998,-0.262395,-0.186113,-0.310188,-0.343612,-0.04998,-0.372225,-0.372225,-0.24815,-0.310188,-0.24815,-0.558338,-0.620375,-0.558338,-0.620375,-0.682413,-0.310188,-0.558338,-0.372225,-0.74445,-0.558338,-0.74445,-0.558338,-0.558338,-0.306127,-0.680977,-0.868525,-1.24075,-0.9926,-2.171313,-1.4889,-1.24075,-0.372225,-0.372225,-0.74445,-0.434263,-0.434263,-0.74445,-0.372225,-0.434263,-0.372225,-0.372225,-0.337365,-0.693472
224,0.1039999999999992,-1.080817,-0.431077,-0.84966,-0.880897,-0.880897,-0.362355,-0.755947,-0.362355,-0.755947,-5.641492,-5.966362,-0.368602,-0.64974,-0.406087,-0.718462,-0.434263,-0.806488,-0.372225,-0.74445,-0.372225,-0.372225,-0.372225,-0.434263,-0.620375,-0.372225,-0.372225,-0.372225,-0.372225,-0.682413,-0.310188,-0.620375,-0.372225,-0.806488,-0.372225,-0.806488,-0.462315,-0.043732,-0.262395,-0.24815,-0.310188,-0.34986,-0.056227,-0.372225,-0.310188,-0.24815,-0.310188,-0.24815,-0.558338,-0.620375,-0.620375,-0.620375,-0.682413,-0.24815,-0.558338,-0.372225,-0.682413,-0.620375,-0.74445,-0.558338,-0.620375,-0.368602,-0.618502,-0.868525,-1.24075,-0.930563,-2.171313,-1.4889,-1.24075,-0.434263,-0.372225,-0.682413,-0.372225,-0.434263,-0.74445,-0.372225,-0.434263,-0.372225,-0.372225,-0.39984,-0.630997
225,0.0999999999999992,-1.055827,-0.387345,-0.843412,-0.89964,-0.89964,-0.368602,-0.762195,-0.37485,-0.768442,-5.666482,-5.991352,-0.37485,-0.72471,-0.39984,-0.72471,-0.372225,-0.682413,-0.372225,-0.806488,-0.372225,-0.372225,-0.372225,-0.434263,-0.620375,-0.372225,-0.310188,-0.372225,-0.372225,-0.682413,-0.372225,-0.620375,-0.372225,-0.74445,-0.434263,-0.868525,-0.468562,-0.04998,-0.27489,-0.24815,-0.310188,-0.343612,-0.043732,-0.372225,-0.372225,-0.24815,-0.310188,-0.24815,-0.558338,-0.620375,-0.620375,-0.620375,-0.682413,-0.310188,-0.620375,-0.372225,-0.806488,-0.558338,-0.74445,-0.558338,-0.4963,-0.318622,-0.662235,-0.806488,-1.24075,-0.930563,-2.23335,-1.4889,-1.24075,-0.372225,-0.372225,-0.74445,-0.372225,-0.434263,-0.74445,-0.372225,-0.434263,-0.372225,-0.372225,-0.32487,-0.693472
226,0.0959999999999992,-1.080817,-0.437325,-0.84966,-0.887145,-0.887145,-0.368602,-0.762195,-0.368602,-0.768442,-5.666482,-6.010095,-0.362355,-0.655987,-0.412335,-0.72471,-0.434263,-0.806488,-0.372225,-0.806488,-0.372225,-0.372225,-0.372225,-0.434263,-0.620375,-0.372225,-0.372225,-0.372225,-0.372225,-0.620375,-0.310188,-0.620375,-0.372225,-0.74445,-0.434263,-0.868525,-0.47481,-0.043732,-0.268642,-0.186113,-0.310188,-0.34986,-0.056227,-0.372225,-0.372225,-0.24815,-0.24815,-0.310188,-0.558338,-0.620375,-0.620375,-0.620375,-0.682413,-0.310188,-0.558338,-0.372225,-0.74445,-0.620375,-0.806488,-0.558338,-0.620375,-0.34986,-0.612255,-0.868525,-1.178713,-0.930563,-2.171313,-1.550938,-1.24075,-0.372225,-0.372225,-0.74445,-0.372225,-0.434263,-0.74445,-0.372225,-0.434263,-0.372225,-0.372225,-0.412335,-0.643492
227,0.0919999999999992,-1.07457,-0.381097,-0.84966,-0.918382,-0.918382,-0.37485,-0.768442,-0.37485,-0.77469,-5.685225,-6.02259,-0.381097,-0.718462,-0.412335,-0.730957,-0.372225,-0.74445,-0.372225,-0.74445,-0.372225,-0.434263,-0.372225,-0.434263,-0.620375,-0.372225,-0.310188,-0.372225,-0.372225,-0.74445,-0.372225,-0.682413,-0.372225,-0.868525,-0.372225,-0.868525,-0.468562,-0.043732,-0.27489,-0.186113,-0.310188,-0.34986,-0.04998,-0.372225,-0.372225,-0.24815,-0.24815,-0.310188,-0.620375,-0.620375,-0.620375,-0.620375,-0.682413,-0.24815,-0.620375,-0.434263,-0.806488,-0.558338,-0.806488,-0.620375,-0.620375,-0.343612,-0.67473,-0.868525,-1.302788,-0.9926,-2.23335,-1.550938,-1.302788,-0.372225,-0.372225,-0.682413,-0.434263,-0.434263,-0.682413,-0.372225,-0.434263,-0.372225,-0.372225,-0.343612,-0.69972
228,0.08799999999999919,-1.09956,-0.443572,-0.862155,-0.905887,-0.905887,-0.37485,-0.768442,-0.37485,-0.780937,-5.691472,-6.041332,-0.406087,-0.67473,-0.418582,-0.730957,-0.434263,-0.74445,-0.372225,-0.74445,-0.310188,-0.372225,-0.434263,-0.434263,-0.620375,-0.372225,-0.372225,-0.434263,-0.372225,-0.682413,-0.372225,-0.620375,-0.434263,-0.806488,-0.434263,-0.868525,-0.481057,-0.04998,-0.27489,-0.24815,-0.310188,-0.356107,-0.056227,-0.372225,-0.310188,-0.372225,-0.310188,-0.310188,-0.620375,-0.620375,-0.620375,-0.620375,-0.74445,-0.310188,-0.620375,-0.434263,-0.806488,-0.682413,-0.806488,-0.620375,-0.620375,-0.362355,-0.59976,-0.868525,-1.24075,-0.930563,-2.23335,-1.550938,-1.24075,-0.434263,-0.372225,-0.74445,-0.434263,-0.434263,-0.74445,-0.372225,-0.434263,-0.372225,-0.372225,-0.39984,-0.630997
229,0.08399999999999919,-1.07457,-0.387345,-0.868402,-0.92463,-0.92463,-0.37485,-0.77469,-0.381097,-0.787185,-5.716462,-6.060075,-0.368602,-0.72471,-0.406087,-0.737205,-0.372225,-0.74445,-0.434263,-0.806488,-0.310188,-0.372225,-0.434263,-0.434263,-0.620375,-0.372225,-0.310188,-0.372225,-0.372225,-0.74445,-0.372225,-0.74445,-0.372225,-0.74445,-0.434263,-0.806488,-0.47481,-0.043732,-0.27489,-0.24815,-0.372225,-0.34986,-0.043732,-0.372225,-0.372225,-0.310188,-0.310188,-0.310188,-0.620375,-0.620375,-0.620375,-0.620375,-0.74445,-0.310188,-0.620375,-0.372225,-0.806488,-0.620375,-0.868525,-0.620375,-0.620375,-0.34986,-0.668482,-0.868525,-1.302788,-0.9926,-2.23335,-1.550938,-1.24075,-0.372225,-0.372225,-0.74445,-0.434263,-0.434263,-0.682413,-0.372225,-0.434263,-0.372225,-0.372225,-0.331117,-0.712215
230,0.07999999999999918,-1.118302,-0.44982,-0.862155,-0.918382,-0.918382,-0.381097,-0.77469,-0.381097,-0.787185,-5.728957,-6.066322,-0.412335,-0.693472,-0.418582,-0.737205,-0.434263,-0.806488,-0.372225,-0.806488,-0.372225,-0.372225,-0.372225,-0.434263,-0.620375,-0.372225,-0.372225,-0.372225,-0.372225,-0.682413,-0.372225,-0.620375,-0.434263,-0.806488,-0.434263,-0.868525,-0.487305,-0.04998,-0.281137,-0.24815,-0.372225,-0.356107,-0.056227,-0.310188,-0.372225,-0.24815,-0.310188,-0.24815,-0.558338,-0.620375,-0.620375,-0.682413,-0.682413,-0.24815,-0.620375,-0.372225,-0.74445,-0.620375,-0.806488,-0.558338,-0.558338,-0.362355,-0.62475,-0.930563,-1.24075,-0.9926,-2.23335,-1.4889,-1.302788,-0.434263,-0.372225,-0.74445,-0.372225,-0.434263,-0.806488,-0.372225,-0.434263,-0.372225,-0.372225,-0.418582,-0.64974
231,0.07599999999999918,-1.080817,-0.393592,-0.880897,-0.930877,-0.930877,-0.381097,-0.780937,-0.381097,-0.787185,-5.741452,-6.091312,-0.368602,-0.72471,-0.418582,-0.743452,-0.434263,-0.74445,-0.434263,-0.806488,-0.372225,-0.372225,-0.434263,-0.434263,-0.620375,-0.372225,-0.372225,-0.372225,-0.372225,-0.74445,-0.372225,-0.682413,-0.372225,-0.806488,-0.434263,-0.806488,-0.481057,-0.043732,-0.27489,-0.24815,-0.310188,-0.34986,-0.043732,-0.372225,-0.372225,-0.310188,-0.310188,-0.372225,-0.558338,-0.620375,-0.682413,-0.620375,-0.74445,-0.24815,-0.558338,-0.372225,-0.806488,-0.682413,-0.806488,-0.558338,-0.558338,-0.34986,-0.693472,-0.930563,-1.24075,-0.930563,-2.295388,-1.4889,-1.24075,-0.372225,-0.372225,-0.682413,-0.372225,-0.434263,-0.74445,-0.310188,-0.434263,-0.434263,-0.372225,-0.337365,-0.705967
232,0.07199999999999918,-1.137045,-0.44982,-0.862155,-0.930877,-0.930877,-0.387345,-0.787185,-0.381097,-0.793432,-5.760195,-6.103807,-0.437325,-0.693472,-0.42483,-0.7497,-0.434263,-0.806488,-0.372225,-0.74445,-0.372225,-0.372225,-0.372225,-0.434263,-0.682413,-0.434263,-0.372225,-0.434263,-0.434263,-0.74445,-0.372225,-0.682413,-0.372225,-0.806488,-0.434263,-0.868525,-0.493552,-0.04998,-0.287385,-0.24815,-0.372225,-0.356107,-0.056227,-0.372225,-0.434263,-0.372225,-0.310188,-0.310188,-0.558338,-0.620375,-0.682413,-0.620375,-0.682413,-0.24815,-0.558338,-0.372225,-0.806488,-0.558338,-0.806488,-0.558338,-0.620375,-0.387345,-0.637245,-0.930563,-1.302788,-0.9926,-2.23335,-1.550938,-1.24075,-0.434263,-0.434263,-0.74445,-0.372225,-0.4963,-0.74445,-0.434263,-0.434263,-0.372225,-0.372225,-0.418582,-0.668482
233,0.06799999999999917,-1.07457,-0.393592,-0.89964,-0.937125,-0.937125,-0.387345,-0.787185,-0.393592,-0.79968,-5.785185,-6.116302,-0.356107,-0.730957,-0.42483,-0.7497,-0.434263,-0.74445,-0.372225,-0.868525,-0.372225,-0.434263,-0.434263,-0.434263,-0.682413,-0.372225,-0.372225,-0.372225,-0.372225,-0.74445,-0.372225,-0.682413,-0.434263,-0.806488,-0.434263,-0.868525,-0.493552,-0.043732,-0.27489,-0.24815,-0.372225,-0.34986,-0.043732,-0.372225,-0.372225,-0.372225,-0.310188,-0.310188,-0.620375,-0.620375,-0.620375,-0.620375,-0.806488,-0.310188,-0.620375,-0.372225,-0.806488,-0.620375,-0.868525,-0.620375,-0.620375,-0.368602,-0.693472,-0.930563,-1.24075,-0.9926,-2.23335,-1.550938,-1.24075,-0.372225,-0.434263,-0.806488,-0.372225,-0.434263,-0.806488,-0.372225,-0.434263,-0.372225,-0.372225,-0.337365,-0.687225
234,0.06399999999999917,-1.130797,-0.456067,-0.868402,-0.943372,-0.943372,-0.39984,-0.79968,-0.387345,-0.805927,-5.79768,-6.141292,-0.443572,-0.705967,-0.431077,-0.755947,-0.434263,-0.806488,-0.434263,-0.868525,-0.372225,-0.310188,-0.434263,-0.434263,-0.682413,-0.434263,-0.372225,-0.372225,-0.372225,-0.74445,-0.372225,-0.74445,-0.434263,-0.806488,-0.434263,-0.868525,-0.4998,-0.04998,-0.281137,-0.24815,-0.372225,-0.362355,-0.056227,-0.372225,-0.372225,-0.24815,-0.310188,-0.310188,-0.682413,-0.620375,-0.682413,-0.682413,-0.74445,-0.310188,-0.620375,-0.372225,-0.806488,-0.682413,-0.806488,-0.682413,-0.620375,-0.37485,-0.637245,-0.930563,-1.178713,-0.930563,-2.23335,-1.4889,-1.24075,-0.372225,-0.434263,-0.682413,-0.372225,-0.4963,-0.806488,-0.434263,-0.434263,-0.372225,-0.372225,-0.412335,-0.680977
235,0.059999999999999165,-1.093312,-0.406087,-0.905887,-0.955867,-0.955867,-0.387345,-0.79968,-0.387345,-0.818422,-5.803927,-6.160035,-0.387345,-0.737205,-0.431077,-0.762195,-0.434263,-0.74445,-0.372225,-0.868525,-0.372225,-0.434263,-0.434263,-0.434263,-0.620375,-0.434263,-0.434263,-0.372225,-0.372225,-0.74445,-0.372225,-0.74445,-0.434263,-0.868525,-0.434263,-0.806488,-0.487305,-0.043732,-0.281137,-0.24815,-0.372225,-0.34986,-0.043732,-0.372225,-0.372225,-0.310188,-0.310188,-0.372225,-0.620375,-0.620375,-0.682413,-0.620375,-0.74445,-0.310188,-0.620375,-0.434263,-0.806488,-0.682413,-0.868525,-0.620375,-0.620375,-0.37485,-0.705967,-0.930563,-1.24075,-0.930563,-2.23335,-1.550938,-1.302788,-0.434263,-0.372225,-0.682413,-0.434263,-0.372225,-0.74445,-0.434263,-0.434263,-0.372225,-0.372225,-0.34986,-0.69972
236,0.05599999999999916,-1.162035,-0.468562,-0.87465,-0.955867,-0.955867,-0.393592,-0.79968,-0.39984,-0.818422,-5.816422,-6.166282,-0.418582,-0.72471,-0.437325,-0.768442,-0.434263,-0.806488,-0.434263,-0.806488,-0.372225,-0.434263,-0.434263,-0.434263,-0.682413,-0.434263,-0.372225,-0.434263,-0.372225,-0.74445,-0.372225,-0.682413,-0.434263,-0.868525,-0.434263,-0.930563,-0.506047,-0.04998,-0.293632,-0.186113,-0.372225,-0.362355,-0.056227,-0.372225,-0.434263,-0.310188,-0.310188,-0.310188,-0.620375,-0.682413,-0.682413,-0.620375,-0.74445,-0.310188,-0.620375,-0.372225,-0.806488,-0.682413,-0.868525,-0.620375,-0.620375,-0.368602,-0.643492,-0.930563,-1.302788,-0.930563,-2.23335,-1.4889,-1.302788,-0.434263,-0.434263,-0.682413,-0.372225,-0.4963,-0.806488,-0.372225,-0.434263,-0.434263,-0.372225,-0.42483,-0.693472
237,0.05199999999999916,-1.105807,-0.412335,-0.918382,-0.955867,-0.955867,-0.393592,-0.79968,-0.39984,-0.82467,-5.841412,-6.185025,-0.362355,-0.730957,-0.431077,-0.77469,-0.434263,-0.806488,-0.434263,-0.868525,-0.372225,-0.434263,-0.434263,-0.434263,-0.682413,-0.434263,-0.434263,-0.372225,-0.372225,-0.806488,-0.372225,-0.682413,-0.434263,-0.868525,-0.434263,-0.868525,-0.493552,-0.04998,-0.27489,-0.24815,-0.372225,-0.356107,-0.043732,-0.372225,-0.434263,-0.24815,-0.310188,-0.310188,-0.620375,-0.682413,-0.682413,-0.682413,-0.74445,-0.310188,-0.558338,-0.434263,-0.806488,-0.682413,-0.868525,-0.620375,-0.620375,-0.37485,-0.64974,-0.868525,-1.24075,-0.930563,-2.295388,-1.4889,-1.24075,-0.434263,-0.434263,-0.74445,-0.372225,-0.4963,-0.806488,-0.4963,-0.434263,-0.434263,-0.372225,-0.356107,-0.718462
238,0.047999999999999154,-1.162035,-0.468562,-0.880897,-0.97461,-0.97461,-0.39984,-0.812175,-0.39984,-0.830917,-5.853907,-6.216262,-0.431077,-0.743452,-0.443572,-0.77469,-0.434263,-0.806488,-0.434263,-0.74445,-0.372225,-0.434263,-0.434263,-0.372225,-0.682413,-0.434263,-0.372225,-0.434263,-0.372225,-0.806488,-0.372225,-0.74445,-0.434263,-0.868525,-0.434263,-0.868525,-0.506047,-0.04998,-0.293632,-0.24815,-0.372225,-0.362355,-0.056227,-0.372225,-0.372225,-0.372225,-0.310188,-0.310188,-0.620375,-0.682413,-0.682413,-0.620375,-0.74445,-0.310188,-0.620375,-0.372225,-0.806488,-0.682413,-0.868525,-0.620375,-0.682413,-0.37485,-0.662235,-0.930563,-1.24075,-0.9926,-2.295388,-1.4889,-1.364825,-0.434263,-0.434263,-0.74445,-0.372225,-0.4963,-0.682413,-0.434263,-0.434263,-0.434263,-0.372225,-0.431077,-0.705967
239,0.04399999999999915,-1.112055,-0.412335,-0.937125,-0.968362,-0.968362,-0.39984,-0.812175,-0.406087,-0.837165,-5.87265,-6.216262,-0.387345,-0.737205,-0.443572,-0.787185,-0.434263,-0.868525,-0.434263,-0.868525,-0.434263,-0.434263,-0.434263,-0.4963,-0.682413,-0.434263,-0.372225,-0.372225,-0.372225,-0.806488,-0.372225,-0.74445,-0.434263,-0.868525,-0.434263,-0.868525,-0.506047,-0.04998,-0.281137,-0.310188,-0.372225,-0.356107,-0.04998,-0.434263,-0.434263,-0.310188,-0.310188,-0.310188,-0.620375,-0.682413,-0.682413,-0.682413,-0.74445,-0.310188,-0.620375,-0.434263,-0.868525,-0.620375,-0.868525,-0.620375,-0.682413,-0.368602,-0.712215,-0.930563,-1.24075,-0.9926,-2.295388,-1.550938,-1.302788,-0.434263,-0.434263,-0.806488,-0.372225,-0.434263,-0.806488,-0.434263,-0.434263,-0.434263,-0.372225,-0.356107,-0.737205
240,0.03999999999999915,-1.17453,-0.481057,-0.89964,-0.993352,-0.993352,-0.406087,-0.818422,-0.412335,-0.837165,-5.885145,-6.241252,-0.431077,-0.743452,-0.443572,-0.787185,-0.434263,-0.868525,-0.434263,-0.868525,-0.310188,-0.434263,-0.434263,-0.4963,-0.682413,-0.434263,-0.372225,-0.4963,-0.372225,-0.806488,-0.372225,-0.74445,-0.434263,-0.806488,-0.434263,-0.930563,-0.512295,-0.04998,-0.293632,-0.24815,-0.372225,-0.362355,-0.056227,-0.372225,-0.434263,-0.310188,-0.372225,-0.310188,-0.620375,-0.682413,-0.682413,-0.682413,-0.868525,-0.310188,-0.558338,-0.434263,-0.868525,-0.682413,-0.868525,-0.620375,-0.682413,-0.368602,-0.662235,-0.930563,-1.24075,-0.9926,-2.295388,-1.4889,-1.364825,-0.372225,-0.372225,-0.74445,-0.372225,-0.4963,-0.806488,-0.434263,-0.434263,-0.434263,-0.434263,-0.437325,-0.72471
241,0.035999999999999144,-1.130797,-0.437325,-0.94962,-0.97461,-0.97461,-0.39984,-0.82467,-0.412335,-0.843412,-5.910135,-6.266242,-0.34986,-0.755947,-0.44982,-0.793432,-0.434263,-0.806488,-0.434263,-0.868525,-0.372225,-0.434263,-0.434263,-0.434263,-0.682413,-0.434263,-0.372225,-0.434263,-0.372225,-0.806488,-0.372225,-0.74445,-0.434263,-0.868525,-0.434263,-0.930563,-0.506047,-0.04998,-0.281137,-0.24815,-0.372225,-0.356107,-0.04998,-0.372225,-0.372225,-0.310188,-0.310188,-0.310188,-0.620375,-0.682413,-0.682413,-0.620375,-0.74445,-0.310188,-0.682413,-0.434263,-0.868525,-0.682413,-0.868525,-0.620375,-0.682413,-0.381097,-0.687225,-0.930563,-1.24075,-0.9926,-2.295388,-1.4889,-1.302788,-0.434263,-0.372225,-0.74445,-0.434263,-0.434263,-0.74445,-0.372225,-0.4963,-0.434263,-0.434263,-0.381097,-0.743452
242,0.03199999999999914,-1.193272,-0.487305,-0.89964,-1.012095,-1.012095,-0.418582,-0.82467,-0.418582,-0.84966,-5.928877,-6.291232,-0.44982,-0.755947,-0.462315,-0.793432,-0.434263,-0.868525,-0.434263,-0.868525,-0.434263,-0.434263,-0.4963,-0.4963,-0.682413,-0.434263,-0.372225,-0.434263,-0.434263,-0.806488,-0.372225,-0.74445,-0.434263,-0.868525,-0.434263,-0.930563,-0.518542,-0.04998,-0.293632,-0.24815,-0.372225,-0.368602,-0.056227,-0.434263,-0.434263,-0.310188,-0.310188,-0.310188,-0.682413,-0.682413,-0.682413,-0.682413,-0.74445,-0.310188,-0.620375,-0.434263,-0.868525,-0.682413,-0.930563,-0.682413,-0.682413,-0.368602,-0.680977,-0.930563,-1.24075,-0.9926,-2.357425,-1.550938,-1.302788,-0.434263,-0.434263,-0.74445,-0.372225,-0.4963,-0.806488,-0.372225,-0.434263,-0.434263,-0.434263,-0.437325,-0.743452
243,0.027999999999999137,-1.143292,-0.437325,-0.955867,-0.993352,-0.993352,-0.412335,-0.837165,-0.418582,-0.855907,-5.94762,-6.303727,-0.356107,-0.755947,-0.456067,-0.805927,-0.434263,-0.806488,-0.434263,-0.868525,-0.434263,-0.434263,-0.434263,-0.4963,-0.682413,-0.434263,-0.372225,-0.4963,-0.372225,-0.806488,-0.372225,-0.74445,-0.434263,-0.868525,-0.434263,-0.930563,-0.512295,-0.04998,-0.281137,-0.24815,-0.372225,-0.362355,-0.04998,-0.372225,-0.434263,-0.310188,-0.310188,-0.310188,-0.620375,-0.682413,-0.682413,-0.682413,-0.74445,-0.310188,-0.558338,-0.434263,-0.868525,-0.74445,-0.868525,-0.620375,-0.682413,-0.393592,-0.730957,-0.930563,-1.24075,-0.9926,-2.357425,-1.550938,-1.302788,-0.434263,-0.434263,-0.74445,-0.434263,-0.4963,-0.806488,-0.372225,-0.434263,-0.434263,-0.434263,-0.39984,-0.743452
244,0.023999999999999133,-1.19952,-0.481057,-0.912135,-1.018342,-1.018342,-0.42483,-0.837165,-0.418582,-0.862155,-5.960115,-6.32247,-0.44982,-0.77469,-0.456067,-0.812175,-0.434263,-0.868525,-0.434263,-0.930563,-0.434263,-0.434263,-0.434263,-0.4963,-0.682413,-0.434263,-0.434263,-0.434263,-0.434263,-0.806488,-0.372225,-0.74445,-0.4963,-0.806488,-0.434263,-0.930563,-0.518542,-0.04998,-0.29988,-0.24815,-0.372225,-0.368602,-0.062475,-0.434263,-0.434263,-0.310188,-0.310188,-0.310188,-0.620375,-0.682413,-0.74445,-0.682413,-0.74445,-0.310188,-0.682413,-0.434263,-0.868525,-0.74445,-0.868525,-0.620375,-0.682413,-0.362355,-0.69972,-0.930563,-1.24075,-0.9926,-2.357425,-1.550938,-1.364825,-0.434263,-0.372225,-0.74445,-0.434263,-0.4963,-0.74445,-0.434263,-0.4963,-0.434263,-0.434263,-0.443572,-0.7497
245,0.01999999999999913,-1.14954,-0.44982,-0.97461,-0.9996,-0.9996,-0.418582,-0.843412,-0.42483,-0.868402,-5.97261,-6.34746,-0.393592,-0.755947,-0.462315,-0.818422,-0.434263,-0.868525,-0.434263,-0.868525,-0.434263,-0.434263,-0.372225,-0.4963,-0.682413,-0.434263,-0.372225,-0.434263,-0.434263,-0.806488,-0.372225,-0.74445,-0.434263,-0.930563,-0.434263,-0.930563,-0.512295,-0.04998,-0.281137,-0.24815,-0.372225,-0.356107,-0.056227,-0.434263,-0.372225,-0.310188,-0.310188,-0.310188,-0.682413,-0.682413,-0.682413,-0.682413,-0.806488,-0.310188,-0.682413,-0.434263,-0.868525,-0.74445,-0.868525,-0.682413,-0.682413,-0.412335,-0.730957,-0.9926,-1.24075,-0.930563,-2.295388,-1.550938,-1.302788,-0.372225,-0.434263,-0.806488,-0.434263,-0.4963,-0.868525,-0.434263,-0.434263,-0.372225,-0.372225,-0.437325,-0.780937
246,0.015999999999999126,-1.212015,-0.487305,-0.92463,-1.043332,-1.043332,-0.418582,-0.843412,-0.418582,-0.880897,-6.003847,-6.366202,-0.44982,-0.793432,-0.462315,-0.818422,-0.434263,-0.868525,-0.434263,-0.868525,-0.434263,-0.434263,-0.4963,-0.4963,-0.682413,-0.434263,-0.434263,-0.434263,-0.372225,-0.806488,-0.372225,-0.74445,-0.4963,-0.930563,-0.4963,-0.930563,-0.52479,-0.056227,-0.29988,-0.24815,-0.372225,-0.362355,-0.062475,-0.434263,-0.434263,-0.372225,-0.310188,-0.310188,-0.620375,-0.682413,-0.74445,-0.620375,-0.868525,-0.310188,-0.682413,-0.434263,-0.868525,-0.74445,-0.868525,-0.620375,-0.682413,-0.368602,-0.712215,-0.930563,-1.302788,-0.9926,-2.295388,-1.550938,-1.364825,-0.372225,-0.434263,-0.806488,-0.434263,-0.4963,-0.806488,-0.434263,-0.4963,-0.434263,-0.434263,-0.468562,-0.768442
247,0.011999999999999122,-1.168282,-0.462315,-0.993352,-1.018342,-1.018342,-0.418582,-0.862155,-0.431077,-0.880897,-6.016342,-6.391192,-0.39984,-0.755947,-0.468562,-0.830917,-0.434263,-0.868525,-0.434263,-0.868525,-0.434263,-0.434263,-0.4963,-0.4963,-0.682413,-0.434263,-0.434263,-0.434263,-0.434263,-0.868525,-0.434263,-0.806488,-0.434263,-0.868525,-0.4963,-0.9926,-0.512295,-0.04998,-0.287385,-0.24815,-0.372225,-0.368602,-0.056227,-0.434263,-0.434263,-0.372225,-0.310188,-0.310188,-0.682413,-0.682413,-0.74445,-0.682413,-0.868525,-0.310188,-0.620375,-0.434263,-0.868525,-0.74445,-0.930563,-0.682413,-0.682413,-0.418582,-0.730957,-0.930563,-1.24075,-0.9926,-2.357425,-1.612975,-1.364825,-0.372225,-0.434263,-0.806488,-0.434263,-0.4963,-0.868525,-0.372225,-0.4963,-0.434263,-0.434263,-0.443572,-0.743452
