,voltage,SW0_0,SW0_1,SW0_2,SW0_3,SW0_4,SW0_5,SW0_6,SW0_7,SW0_8,SW0_9,SW0_10,SW0_11,SW0_12,SW0_13,SW0_14,SW0_15,SW0_16,SW0_17,SW0_18,SW0_19,SW0_20,SW0_21,SW0_22,SW0_23,SW0_24,SW0_25,SW0_26,SW0_27,SW0_28,SW0_29,SW0_30,SW0_31,SW0_32,SW0_33,SW0_34,SW0_35,SW0_36,SW0_37,SW0_38,SW0_39,SW0_40,SW0_41,SW0_42,SW0_43,SW0_44,SW0_45,SW0_46,SW0_47,SW0_48,SW0_49,SW0_50,SW0_51,SW0_52,SW0_53,SW0_54,SW0_55,SW0_56,SW0_57,SW0_58,SW0_59,SW0_60,SW0_61,SW0_62,SW0_63,SW0_64,SW0_65,SW0_66,SW0_67,SW0_68,SW0_69,SW0_70,SW0_71,SW0_72,SW0_73,SW0_74,SW0_75,SW0_76,SW0_77,SW0_78,SW0_79
0,1.0,-0.693472,-0.312375,-0.57477,-0.568522,-0.568522,-0.237405,-0.493552,-0.237405,-0.456067,-4.34826,-4.610655,-0.306127,-0.406087,-0.318622,-0.612255,-0.310188,-0.4963,-0.24815,-0.558338,-0.24815,-0.24815,-0.24815,-0.24815,-0.372225,-0.310188,-0.24815,-0.24815,-0.310188,-0.434263,-0.24815,-0.4963,-0.372225,-0.4963,-0.310188,-0.434263,-0.293632,-0.02499,-0.168682,-0.186113,-0.186113,-0.262395,-0.037485,-0.24815,-0.310188,-0.24815,-0.186113,-0.186113,-0.310188,-0.372225,-0.372225,-0.372225,-0.4963,-0.186113,-0.372225,-0.24815,-0.4963,-0.310188,-0.4963,-0.310188,-0.372225,-0.212415,-0.52479,-0.682413,-1.178713,-0.9926,-1.799088,-1.426863,-1.24075,-0.24815,-0.310188,-0.620375,-0.24815,-0.310188,-0.434263,-0.310188,-0.310188,-0.24815,-0.310188,-0.293632,-0.543532
1,0.996,-0.67473,-0.27489,-0.637245,-0.562275,-0.562275,-0.243652,-0.4998,-0.243652,-0.462315,-4.616902,-4.891792,-0.237405,-0.443572,-0.312375,-0.612255,-0.310188,-0.558338,-0.310188,-0.558338,-0.24815,-0.310188,-0.310188,-0.310188,-0.310188,-0.310188,-0.24815,-0.24815,-0.24815,-0.434263,-0.24815,-0.4963,-0.310188,-0.4963,-0.310188,-0.434263,-0.312375,-0.031237,-0.168682,-0.186113,-0.24815,-0.281137,-0.031237,-0.24815,-0.310188,-0.24815,-0.24815,-0.24815,-0.310188,-0.310188,-0.310188,-0.310188,-0.434263,-0.186113,-0.310188,-0.24815,-0.434263,-0.310188,-0.4963,-0.310188,-0.372225,-0.268642,-0.543532,-0.682413,-1.24075,-0.9926,-1.861125,-1.364825,-1.302788,-0.24815,-0.24815,-0.558338,-0.310188,-0.310188,-0.434263,-0.310188,-0.310188,-0.310188,-0.310188,-0.22491,-0.568522
2,0.992,-0.718462,-0.306127,-0.562275,-0.57477,-0.57477,-0.237405,-0.493552,-0.243652,-0.44982,-4.629397,-4.89804,-0.293632,-0.406087,-0.29988,-0.593512,-0.310188,-0.558338,-0.24815,-0.4963,-0.24815,-0.310188,-0.310188,-0.24815,-0.310188,-0.310188,-0.186113,-0.24815,-0.24815,-0.372225,-0.24815,-0.4963,-0.24815,-0.4963,-0.24815,-0.4963,-0.306127,-0.02499,-0.168682,-0.186113,-0.24815,-0.287385,-0.037485,-0.24815,-0.24815,-0.186113,-0.186113,-0.24815,-0.310188,-0.310188,-0.310188,-0.310188,-0.434263,-0.186113,-0.372225,-0.24815,-0.434263,-0.372225,-0.4963,-0.310188,-0.310188,-0.206167,-0.518542,-0.74445,-1.24075,-1.054638,-1.861125,-1.364825,-1.24075,-0.24815,-0.24815,-0.620375,-0.24815,-0.310188,-0.372225,-0.24815,-0.310188,-0.24815,-0.310188,-0.27489,-0.54978
3,0.988,-0.64974,-0.256147,-0.606007,-0.543532,-0.543532,-0.237405,-0.47481,-0.237405,-0.443572,-4.610655,-4.879297,-0.218662,-0.42483,-0.287385,-0.568522,-0.24815,-0.4963,-0.310188,-0.4963,-0.24815,-0.24815,-0.24815,-0.24815,-0.372225,-0.310188,-0.24815,-0.24815,-0.24815,-0.434263,-0.186113,-0.4963,-0.24815,-0.434263,-0.24815,-0.4963,-0.312375,-0.02499,-0.156187,-0.186113,-0.24815,-0.268642,-0.031237,-0.24815,-0.24815,-0.186113,-0.124075,-0.24815,-0.310188,-0.372225,-0.372225,-0.310188,-0.434263,-0.186113,-0.372225,-0.24815,-0.434263,-0.310188,-0.434263,-0.310188,-0.24815,-0.2499,-0.481057,-0.682413,-1.24075,-0.9926,-1.799088,-1.364825,-1.24075,-0.24815,-0.24815,-0.558338,-0.186113,-0.24815,-0.4963,-0.186113,-0.310188,-0.24815,-0.24815,-0.206167,-0.531037
4,0.984,-0.693472,-0.281137,-0.531037,-0.54978,-0.54978,-0.22491,-0.468562,-0.22491,-0.437325,-4.59816,-4.866802,-0.243652,-0.393592,-0.281137,-0.54978,-0.24815,-0.4963,-0.24815,-0.4963,-0.186113,-0.310188,-0.24815,-0.24815,-0.24815,-0.24815,-0.186113,-0.24815,-0.186113,-0.434263,-0.24815,-0.434263,-0.24815,-0.4963,-0.24815,-0.4963,-0.306127,-0.02499,-0.168682,-0.124075,-0.24815,-0.27489,-0.031237,-0.24815,-0.24815,-0.186113,-0.24815,-0.186113,-0.310188,-0.310188,-0.372225,-0.372225,-0.434263,-0.24815,-0.310188,-0.24815,-0.434263,-0.372225,-0.434263,-0.310188,-0.310188,-0.187425,-0.487305,-0.682413,-1.24075,-0.9926,-1.799088,-1.364825,-1.24075,-0.24815,-0.24815,-0.558338,-0.24815,-0.24815,-0.434263,-0.24815,-0.310188,-0.24815,-0.24815,-0.281137,-0.52479
5,0.98,-0.637245,-0.2499,-0.581017,-0.518542,-0.518542,-0.22491,-0.456067,-0.218662,-0.437325,-4.585665,-4.841812,-0.206167,-0.39984,-0.27489,-0.543532,-0.24815,-0.434263,-0.24815,-0.434263,-0.186113,-0.24815,-0.24815,-0.24815,-0.310188,-0.24815,-0.24815,-0.24815,-0.186113,-0.372225,-0.24815,-0.434263,-0.24815,-0.434263,-0.24815,-0.4963,-0.29988,-0.02499,-0.156187,-0.124075,-0.186113,-0.262395,-0.031237,-0.24815,-0.24815,-0.186113,-0.186113,-0.186113,-0.24815,-0.310188,-0.310188,-0.24815,-0.372225,-0.186113,-0.310188,-0.24815,-0.434263,-0.372225,-0.434263,-0.24815,-0.310188,-0.237405,-0.481057,-0.74445,-1.24075,-0.9926,-1.799088,-1.364825,-1.24075,-0.186113,-0.24815,-0.4963,-0.24815,-0.310188,-0.434263,-0.24815,-0.24815,-0.24815,-0.24815,-0.193672,-0.487305
6,0.976,-0.67473,-0.27489,-0.506047,-0.518542,-0.518542,-0.212415,-0.44982,-0.218662,-0.42483,-4.566922,-4.829317,-0.243652,-0.387345,-0.262395,-0.512295,-0.24815,-0.4963,-0.24815,-0.4963,-0.186113,-0.24815,-0.24815,-0.310188,-0.310188,-0.24815,-0.24815,-0.24815,-0.186113,-0.372225,-0.186113,-0.434263,-0.24815,-0.372225,-0.24815,-0.4963,-0.29988,-0.018742,-0.162435,-0.124075,-0.186113,-0.27489,-0.031237,-0.186113,-0.186113,-0.186113,-0.186113,-0.186113,-0.24815,-0.310188,-0.310188,-0.310188,-0.372225,-0.186113,-0.310188,-0.24815,-0.372225,-0.310188,-0.434263,-0.24815,-0.310188,-0.187425,-0.468562,-0.620375,-1.178713,-0.9926,-1.799088,-1.364825,-1.178713,-0.186113,-0.24815,-0.558338,-0.24815,-0.24815,-0.372225,-0.24815,-0.24815,-0.24815,-0.310188,-0.2499,-0.4998
7,0.972,-0.62475,-0.237405,-0.556027,-0.506047,-0.506047,-0.218662,-0.443572,-0.212415,-0.418582,-4.554427,-4.810575,-0.212415,-0.381097,-0.256147,-0.512295,-0.186113,-0.4963,-0.24815,-0.4963,-0.186113,-0.186113,-0.24815,-0.186113,-0.310188,-0.186113,-0.186113,-0.186113,-0.186113,-0.372225,-0.186113,-0.372225,-0.24815,-0.434263,-0.24815,-0.434263,-0.29988,-0.02499,-0.14994,-0.124075,-0.186113,-0.256147,-0.02499,-0.186113,-0.186113,-0.186113,-0.186113,-0.186113,-0.310188,-0.310188,-0.310188,-0.310188,-0.372225,-0.186113,-0.310188,-0.24815,-0.434263,-0.372225,-0.434263,-0.310188,-0.310188,-0.212415,-0.431077,-0.682413,-1.24075,-0.930563,-1.73705,-1.302788,-1.24075,-0.186113,-0.24815,-0.4963,-0.24815,-0.310188,-0.372225,-0.24815,-0.24815,-0.186113,-0.310188,-0.187425,-0.456067
8,0.968,-0.662235,-0.27489,-0.487305,-0.4998,-0.4998,-0.206167,-0.437325,-0.212415,-0.412335,-4.541932,-4.79808,-0.22491,-0.387345,-0.2499,-0.4998,-0.24815,-0.434263,-0.24815,-0.434263,-0.186113,-0.24815,-0.186113,-0.186113,-0.310188,-0.186113,-0.186113,-0.186113,-0.186113,-0.372225,-0.186113,-0.372225,-0.186113,-0.372225,-0.24815,-0.434263,-0.29988,-0.02499,-0.162435,-0.186113,-0.186113,-0.268642,-0.037485,-0.24815,-0.186113,-0.186113,-0.186113,-0.186113,-0.310188,-0.310188,-0.310188,-0.310188,-0.372225,-0.186113,-0.24815,-0.24815,-0.372225,-0.310188,-0.434263,-0.310188,-0.310188,-0.168682,-0.39984,-0.620375,-1.178713,-0.9926,-1.73705,-1.364825,-1.24075,-0.186113,-0.186113,-0.4963,-0.310188,-0.24815,-0.372225,-0.310188,-0.24815,-0.186113,-0.310188,-0.256147,-0.493552
9,0.964,-0.618502,-0.206167,-0.537285,-0.4998,-0.4998,-0.212415,-0.42483,-0.19992,-0.412335,-4.541932,-4.779337,-0.19992,-0.387345,-0.243652,-0.487305,-0.186113,-0.434263,-0.310188,-0.434263,-0.186113,-0.186113,-0.24815,-0.24815,-0.310188,-0.24815,-0.186113,-0.186113,-0.186113,-0.434263,-0.186113,-0.372225,-0.186113,-0.372225,-0.186113,-0.434263,-0.29988,-0.02499,-0.14994,-0.124075,-0.186113,-0.2499,-0.02499,-0.24815,-0.24815,-0.186113,-0.186113,-0.186113,-0.310188,-0.310188,-0.310188,-0.310188,-0.372225,-0.186113,-0.310188,-0.24815,-0.372225,-0.310188,-0.434263,-0.310188,-0.310188,-0.19992,-0.418582,-0.620375,-1.178713,-0.9926,-1.73705,-1.302788,-1.24075,-0.24815,-0.24815,-0.4963,-0.186113,-0.24815,-0.372225,-0.24815,-0.24815,-0.24815,-0.24815,-0.181177,-0.431077
10,0.96,-0.643492,-0.268642,-0.47481,-0.487305,-0.487305,-0.19992,-0.42483,-0.206167,-0.406087,-4.529437,-4.77309,-0.206167,-0.381097,-0.237405,-0.47481,-0.24815,-0.434263,-0.186113,-0.434263,-0.186113,-0.186113,-0.186113,-0.24815,-0.310188,-0.186113,-0.186113,-0.186113,-0.186113,-0.372225,-0.186113,-0.434263,-0.24815,-0.372225,-0.186113,-0.372225,-0.293632,-0.02499,-0.162435,-0.186113,-0.186113,-0.262395,-0.031237,-0.186113,-0.186113,-0.186113,-0.186113,-0.186113,-0.310188,-0.310188,-0.310188,-0.310188,-0.434263,-0.186113,-0.24815,-0.186113,-0.372225,-0.310188,-0.434263,-0.310188,-0.310188,-0.193672,-0.443572,-0.620375,-1.178713,-0.9926,-1.73705,-1.24075,-1.178713,-0.186113,-0.24815,-0.4963,-0.186113,-0.24815,-0.310188,-0.24815,-0.310188,-0.24815,-0.186113,-0.231157,-0.481057
11,0.956,-0.612255,-0.206167,-0.52479,-0.487305,-0.487305,-0.19992,-0.42483,-0.19992,-0.406087,-4.52319,-4.760595,-0.212415,-0.37485,-0.237405,-0.462315,-0.24815,-0.434263,-0.186113,-0.434263,-0.186113,-0.186113,-0.24815,-0.24815,-0.310188,-0.24815,-0.186113,-0.24815,-0.186113,-0.372225,-0.124075,-0.372225,-0.186113,-0.372225,-0.24815,-0.372225,-0.293632,-0.02499,-0.143692,-0.124075,-0.310188,-0.256147,-0.02499,-0.24815,-0.24815,-0.186113,-0.186113,-0.186113,-0.310188,-0.310188,-0.310188,-0.310188,-0.310188,-0.186113,-0.24815,-0.186113,-0.372225,-0.310188,-0.434263,-0.310188,-0.24815,-0.17493,-0.406087,-0.682413,-1.178713,-0.930563,-1.73705,-1.302788,-1.178713,-0.24815,-0.24815,-0.4963,-0.186113,-0.24815,-0.372225,-0.24815,-0.24815,-0.24815,-0.24815,-0.187425,-0.412335
12,0.952,-0.630997,-0.262395,-0.468562,-0.47481,-0.47481,-0.19992,-0.418582,-0.19992,-0.39984,-4.516942,-4.754347,-0.218662,-0.37485,-0.231157,-0.456067,-0.24815,-0.434263,-0.186113,-0.434263,-0.24815,-0.186113,-0.24815,-0.24815,-0.310188,-0.186113,-0.186113,-0.186113,-0.186113,-0.372225,-0.186113,-0.372225,-0.186113,-0.372225,-0.24815,-0.434263,-0.287385,-0.02499,-0.156187,-0.124075,-0.24815,-0.256147,-0.031237,-0.186113,-0.24815,-0.186113,-0.186113,-0.186113,-0.310188,-0.24815,-0.24815,-0.24815,-0.310188,-0.124075,-0.372225,-0.24815,-0.372225,-0.310188,-0.434263,-0.310188,-0.310188,-0.187425,-0.44982,-0.620375,-1.178713,-0.9926,-1.799088,-1.302788,-1.178713,-0.186113,-0.24815,-0.4963,-0.24815,-0.24815,-0.372225,-0.24815,-0.24815,-0.186113,-0.24815,-0.231157,-0.456067
13,0.948,-0.612255,-0.212415,-0.506047,-0.487305,-0.487305,-0.19992,-0.412335,-0.19992,-0.406087,-4.510695,-4.741852,-0.231157,-0.356107,-0.231157,-0.44982,-0.24815,-0.434263,-0.186113,-0.434263,-0.24815,-0.24815,-0.24815,-0.24815,-0.310188,-0.186113,-0.186113,-0.186113,-0.24815,-0.372225,-0.24815,-0.372225,-0.186113,-0.372225,-0.186113,-0.372225,-0.293632,-0.031237,-0.14994,-0.124075,-0.186113,-0.2499,-0.018742,-0.24815,-0.24815,-0.186113,-0.124075,-0.186113,-0.24815,-0.24815,-0.24815,-0.24815,-0.372225,-0.124075,-0.24815,-0.186113,-0.372225,-0.310188,-0.434263,-0.24815,-0.310188,-0.19992,-0.37485,-0.682413,-1.178713,-0.930563,-1.73705,-1.24075,-1.24075,-0.186113,-0.186113,-0.434263,-0.24815,-0.24815,-0.434263,-0.24815,-0.24815,-0.24815,-0.24815,-0.187425,-0.393592
14,0.944,-0.630997,-0.256147,-0.468562,-0.468562,-0.468562,-0.19992,-0.406087,-0.19992,-0.39984,-4.504447,-4.7481,-0.19992,-0.381097,-0.237405,-0.443572,-0.24815,-0.4963,-0.24815,-0.434263,-0.124075,-0.186113,-0.24815,-0.24815,-0.310188,-0.186113,-0.186113,-0.24815,-0.24815,-0.372225,-0.186113,-0.372225,-0.24815,-0.372225,-0.186113,-0.372225,-0.281137,-0.018742,-0.14994,-0.124075,-0.186113,-0.262395,-0.031237,-0.124075,-0.24815,-0.186113,-0.124075,-0.186113,-0.24815,-0.24815,-0.24815,-0.24815,-0.310188,-0.124075,-0.24815,-0.186113,-0.372225,-0.24815,-0.434263,-0.24815,-0.24815,-0.181177,-0.437325,-0.620375,-1.178713,-0.930563,-1.73705,-1.24075,-1.178713,-0.186113,-0.24815,-0.434263,-0.24815,-0.24815,-0.372225,-0.24815,-0.24815,-0.186113,-0.24815,-0.237405,-0.456067
15,0.94,-0.606007,-0.218662,-0.4998,-0.493552,-0.493552,-0.19992,-0.39984,-0.19992,-0.393592,-4.4982,-4.729357,-0.212415,-0.343612,-0.231157,-0.443572,-0.24815,-0.434263,-0.24815,-0.372225,-0.24815,-0.24815,-0.24815,-0.24815,-0.24815,-0.186113,-0.124075,-0.24815,-0.24815,-0.372225,-0.124075,-0.372225,-0.186113,-0.372225,-0.24815,-0.372225,-0.287385,-0.018742,-0.156187,-0.124075,-0.124075,-0.243652,-0.018742,-0.186113,-0.24815,-0.124075,-0.124075,-0.124075,-0.24815,-0.24815,-0.310188,-0.24815,-0.372225,-0.124075,-0.310188,-0.186113,-0.372225,-0.372225,-0.372225,-0.24815,-0.24815,-0.181177,-0.381097,-0.682413,-1.178713,-0.930563,-1.73705,-1.24075,-1.178713,-0.186113,-0.24815,-0.434263,-0.24815,-0.24815,-0.310188,-0.186113,-0.24815,-0.24815,-0.186113,-0.17493,-0.381097
16,0.9359999999999999,-0.618502,-0.2499,-0.468562,-0.462315,-0.462315,-0.19992,-0.406087,-0.19992,-0.39984,-4.504447,-4.741852,-0.218662,-0.387345,-0.231157,-0.437325,-0.24815,-0.372225,-0.24815,-0.434263,-0.186113,-0.24815,-0.24815,-0.24815,-0.24815,-0.186113,-0.186113,-0.24815,-0.24815,-0.372225,-0.124075,-0.434263,-0.24815,-0.372225,-0.24815,-0.434263,-0.287385,-0.018742,-0.156187,-0.124075,-0.124075,-0.256147,-0.031237,-0.24815,-0.24815,-0.124075,-0.124075,-0.124075,-0.310188,-0.310188,-0.372225,-0.24815,-0.372225,-0.186113,-0.24815,-0.186113,-0.372225,-0.310188,-0.372225,-0.310188,-0.24815,-0.17493,-0.418582,-0.620375,-1.116675,-0.930563,-1.675013,-1.302788,-1.24075,-0.124075,-0.186113,-0.434263,-0.186113,-0.24815,-0.372225,-0.24815,-0.24815,-0.24815,-0.186113,-0.212415,-0.418582
17,0.9319999999999999,-0.606007,-0.218662,-0.487305,-0.493552,-0.493552,-0.19992,-0.406087,-0.193672,-0.39984,-4.4982,-4.735605,-0.19992,-0.337365,-0.22491,-0.437325,-0.186113,-0.372225,-0.24815,-0.372225,-0.186113,-0.24815,-0.24815,-0.186113,-0.310188,-0.186113,-0.24815,-0.24815,-0.24815,-0.372225,-0.24815,-0.372225,-0.24815,-0.372225,-0.24815,-0.372225,-0.293632,-0.02499,-0.14994,-0.124075,-0.186113,-0.2499,-0.018742,-0.24815,-0.24815,-0.186113,-0.186113,-0.186113,-0.24815,-0.24815,-0.310188,-0.24815,-0.372225,-0.124075,-0.24815,-0.186113,-0.372225,-0.310188,-0.434263,-0.24815,-0.310188,-0.193672,-0.37485,-0.620375,-1.24075,-0.930563,-1.73705,-1.24075,-1.178713,-0.186113,-0.186113,-0.434263,-0.24815,-0.24815,-0.372225,-0.124075,-0.24815,-0.24815,-0.24815,-0.187425,-0.381097
18,0.9279999999999999,-0.606007,-0.2499,-0.456067,-0.462315,-0.462315,-0.19992,-0.39984,-0.19992,-0.39984,-4.4982,-4.72311,-0.212415,-0.393592,-0.231157,-0.431077,-0.186113,-0.434263,-0.24815,-0.372225,-0.186113,-0.186113,-0.24815,-0.24815,-0.24815,-0.24815,-0.186113,-0.24815,-0.124075,-0.372225,-0.124075,-0.310188,-0.24815,-0.372225,-0.24815,-0.434263,-0.287385,-0.018742,-0.14994,-0.124075,-0.24815,-0.256147,-0.037485,-0.186113,-0.24815,-0.124075,-0.124075,-0.186113,-0.24815,-0.24815,-0.24815,-0.310188,-0.372225,-0.186113,-0.310188,-0.24815,-0.372225,-0.372225,-0.434263,-0.24815,-0.24815,-0.17493,-0.39984,-0.620375,-1.116675,-0.930563,-1.73705,-1.302788,-1.178713,-0.186113,-0.186113,-0.434263,-0.186113,-0.24815,-0.372225,-0.24815,-0.24815,-0.186113,-0.186113,-0.193672,-0.437325
19,0.9239999999999999,-0.612255,-0.212415,-0.481057,-0.487305,-0.487305,-0.193672,-0.39984,-0.193672,-0.39984,-4.4982,-4.72311,-0.19992,-0.337365,-0.231157,-0.431077,-0.186113,-0.434263,-0.186113,-0.372225,-0.186113,-0.24815,-0.24815,-0.186113,-0.24815,-0.24815,-0.24815,-0.24815,-0.24815,-0.372225,-0.186113,-0.372225,-0.24815,-0.372225,-0.186113,-0.434263,-0.287385,-0.031237,-0.14994,-0.062038,-0.186113,-0.243652,-0.02499,-0.186113,-0.24815,-0.186113,-0.124075,-0.186113,-0.24815,-0.310188,-0.24815,-0.310188,-0.310188,-0.186113,-0.24815,-0.24815,-0.372225,-0.310188,-0.372225,-0.24815,-0.24815,-0.193672,-0.362355,-0.682413,-1.116675,-0.930563,-1.675013,-1.24075,-1.178713,-0.24815,-0.186113,-0.434263,-0.24815,-0.186113,-0.372225,-0.24815,-0.24815,-0.24815,-0.186113,-0.206167,-0.368602
20,0.9199999999999999,-0.606007,-0.256147,-0.462315,-0.462315,-0.462315,-0.19992,-0.393592,-0.193672,-0.39984,-4.504447,-4.729357,-0.187425,-0.393592,-0.231157,-0.437325,-0.186113,-0.434263,-0.24815,-0.372225,-0.186113,-0.24815,-0.24815,-0.186113,-0.24815,-0.124075,-0.186113,-0.24815,-0.186113,-0.372225,-0.124075,-0.310188,-0.186113,-0.372225,-0.186113,-0.434263,-0.287385,-0.018742,-0.156187,-0.124075,-0.186113,-0.2499,-0.031237,-0.186113,-0.186113,-0.186113,-0.186113,-0.186113,-0.310188,-0.24815,-0.24815,-0.310188,-0.310188,-0.124075,-0.310188,-0.24815,-0.372225,-0.310188,-0.434263,-0.310188,-0.310188,-0.206167,-0.393592,-0.620375,-1.178713,-0.9926,-1.675013,-1.24075,-1.24075,-0.186113,-0.24815,-0.372225,-0.186113,-0.24815,-0.372225,-0.186113,-0.186113,-0.24815,-0.186113,-0.206167,-0.437325
21,0.9159999999999999,-0.612255,-0.22491,-0.462315,-0.4998,-0.4998,-0.193672,-0.393592,-0.19992,-0.39984,-4.4982,-4.72311,-0.212415,-0.34986,-0.22491,-0.42483,-0.186113,-0.434263,-0.186113,-0.434263,-0.186113,-0.186113,-0.24815,-0.24815,-0.310188,-0.24815,-0.186113,-0.24815,-0.186113,-0.434263,-0.186113,-0.372225,-0.186113,-0.372225,-0.24815,-0.372225,-0.293632,-0.02499,-0.156187,-0.124075,-0.186113,-0.243652,-0.02499,-0.186113,-0.186113,-0.124075,-0.186113,-0.186113,-0.310188,-0.310188,-0.24815,-0.310188,-0.310188,-0.124075,-0.24815,-0.24815,-0.372225,-0.310188,-0.434263,-0.310188,-0.310188,-0.206167,-0.362355,-0.620375,-1.178713,-0.930563,-1.675013,-1.24075,-1.178713,-0.186113,-0.186113,-0.434263,-0.186113,-0.24815,-0.372225,-0.186113,-0.24815,-0.186113,-0.186113,-0.206167,-0.362355
22,0.9119999999999999,-0.593512,-0.231157,-0.468562,-0.468562,-0.468562,-0.19992,-0.39984,-0.19992,-0.39984,-4.4982,-4.729357,-0.187425,-0.393592,-0.22491,-0.42483,-0.186113,-0.434263,-0.186113,-0.372225,-0.186113,-0.186113,-0.24815,-0.186113,-0.24815,-0.186113,-0.124075,-0.186113,-0.186113,-0.372225,-0.186113,-0.434263,-0.24815,-0.434263,-0.24815,-0.434263,-0.281137,-0.018742,-0.156187,-0.124075,-0.186113,-0.256147,-0.031237,-0.186113,-0.186113,-0.124075,-0.186113,-0.124075,-0.24815,-0.310188,-0.24815,-0.310188,-0.372225,-0.124075,-0.24815,-0.24815,-0.310188,-0.310188,-0.372225,-0.24815,-0.310188,-0.206167,-0.412335,-0.682413,-1.116675,-0.930563,-1.675013,-1.178713,-1.178713,-0.186113,-0.24815,-0.372225,-0.186113,-0.24815,-0.310188,-0.186113,-0.186113,-0.186113,-0.186113,-0.212415,-0.431077
23,0.9079999999999999,-0.618502,-0.22491,-0.468562,-0.4998,-0.4998,-0.193672,-0.39984,-0.19992,-0.39984,-4.504447,-4.72311,-0.22491,-0.343612,-0.231157,-0.431077,-0.186113,-0.434263,-0.186113,-0.434263,-0.186113,-0.24815,-0.186113,-0.186113,-0.310188,-0.186113,-0.186113,-0.24815,-0.186113,-0.372225,-0.186113,-0.434263,-0.186113,-0.434263,-0.24815,-0.434263,-0.293632,-0.031237,-0.162435,-0.062038,-0.186113,-0.2499,-0.018742,-0.24815,-0.186113,-0.186113,-0.186113,-0.24815,-0.24815,-0.310188,-0.310188,-0.310188,-0.434263,-0.186113,-0.24815,-0.24815,-0.434263,-0.310188,-0.372225,-0.24815,-0.310188,-0.168682,-0.362355,-0.682413,-1.178713,-0.868525,-1.73705,-1.24075,-1.178713,-0.186113,-0.186113,-0.372225,-0.24815,-0.24815,-0.372225,-0.24815,-0.24815,-0.24815,-0.186113,-0.22491,-0.37485
24,0.9039999999999999,-0.593512,-0.231157,-0.468562,-0.468562,-0.468562,-0.206167,-0.393592,-0.19992,-0.39984,-4.516942,-4.735605,-0.181177,-0.406087,-0.22491,-0.42483,-0.186113,-0.372225,-0.186113,-0.434263,-0.186113,-0.186113,-0.186113,-0.186113,-0.310188,-0.186113,-0.186113,-0.186113,-0.186113,-0.372225,-0.186113,-0.372225,-0.186113,-0.372225,-0.186113,-0.434263,-0.293632,-0.02499,-0.156187,-0.186113,-0.186113,-0.243652,-0.031237,-0.186113,-0.186113,-0.186113,-0.124075,-0.24815,-0.310188,-0.310188,-0.310188,-0.310188,-0.372225,-0.186113,-0.310188,-0.124075,-0.372225,-0.310188,-0.434263,-0.310188,-0.310188,-0.206167,-0.406087,-0.620375,-1.178713,-0.930563,-1.675013,-1.24075,-1.116675,-0.186113,-0.24815,-0.372225,-0.24815,-0.310188,-0.372225,-0.186113,-0.24815,-0.186113,-0.186113,-0.187425,-0.437325
25,0.8999999999999999,-0.62475,-0.22491,-0.462315,-0.4998,-0.4998,-0.193672,-0.393592,-0.193672,-0.406087,-4.510695,-4.735605,-0.231157,-0.343612,-0.231157,-0.42483,-0.24815,-0.434263,-0.186113,-0.434263,-0.186113,-0.186113,-0.186113,-0.186113,-0.310188,-0.186113,-0.24815,-0.24815,-0.24815,-0.434263,-0.186113,-0.372225,-0.186113,-0.372225,-0.24815,-0.372225,-0.293632,-0.02499,-0.156187,-0.124075,-0.186113,-0.243652,-0.02499,-0.186113,-0.186113,-0.186113,-0.124075,-0.186113,-0.310188,-0.310188,-0.310188,-0.310188,-0.434263,-0.186113,-0.24815,-0.24815,-0.372225,-0.310188,-0.434263,-0.310188,-0.310188,-0.168682,-0.34986,-0.682413,-1.178713,-0.9926,-1.73705,-1.24075,-1.178713,-0.186113,-0.186113,-0.434263,-0.24815,-0.24815,-0.310188,-0.186113,-0.24815,-0.186113,-0.186113,-0.218662,-0.362355
26,0.8959999999999999,-0.587265,-0.237405,-0.481057,-0.462315,-0.462315,-0.206167,-0.393592,-0.19992,-0.39984,-4.516942,-4.729357,-0.187425,-0.387345,-0.231157,-0.42483,-0.186113,-0.4963,-0.24815,-0.434263,-0.186113,-0.186113,-0.186113,-0.186113,-0.310188,-0.186113,-0.186113,-0.186113,-0.186113,-0.372225,-0.186113,-0.372225,-0.24815,-0.372225,-0.186113,-0.434263,-0.287385,-0.018742,-0.156187,-0.186113,-0.186113,-0.2499,-0.031237,-0.186113,-0.186113,-0.186113,-0.186113,-0.186113,-0.310188,-0.310188,-0.310188,-0.310188,-0.372225,-0.124075,-0.310188,-0.24815,-0.372225,-0.310188,-0.434263,-0.310188,-0.310188,-0.206167,-0.39984,-0.620375,-1.116675,-0.930563,-1.73705,-1.24075,-1.24075,-0.186113,-0.186113,-0.372225,-0.186113,-0.24815,-0.372225,-0.186113,-0.24815,-0.186113,-0.186113,-0.193672,-0.42483
