,voltage,Cu_500_ppb_0,Cu_500_ppb_1,Cu_500_ppb_2,Cu_500_ppb_3,Cu_500_ppb_4,Cu_500_ppb_5,Cu_500_ppb_6,Cu_500_ppb_7,Cu_1000_ppb_8,Cu_1000_ppb_9,Cu_1000_ppb_10,Cu_1000_ppb_11,Cu_1000_ppb_12,Cu_1000_ppb_13,Cu_1000_ppb_14,Cu_2000_ppb_15,Cu_2000_ppb_16,Cu_2000_ppb_17,Cu_2000_ppb_18,Cu_2000_ppb_19,Cu_2000_ppb_20,Cu_3000_ppb_21,Cu_3000_ppb_22
477,-0.9080000000000017,-31.266901,-37.780838,-28.413176,-20.162188,-28.909476,-26.614088,-33.190063,-29.715963,-29.219663,-19.852,-27.668726,-30.088188,-27.668726,-25.311301,-18.176988,-20.10015,-15.323263,-23.760363,-18.735325,-25.745563,-25.559451,-27.668726,-22.953876
478,-0.9120000000000017,-31.266901,-38.153063,-28.351138,-20.10015,-29.157626,-26.614088,-33.252101,-29.591888,-29.405776,-19.914038,-27.544651,-29.902076,-27.358538,-25.001113,-17.928838,-19.789963,-15.261225,-23.574251,-18.673288,-25.497413,-25.497413,-27.358538,-23.015913
479,-0.9160000000000017,-31.204863,-38.463251,-28.289101,-20.038113,-29.281701,-26.676126,-33.314138,-29.591888,-29.467813,-19.914038,-27.296501,-29.653926,-27.110388,-24.752963,-17.742725,-19.60385,-15.075113,-23.388138,-18.487175,-25.249263,-25.373338,-27.110388,-23.015913
480,-0.9200000000000017,-31.080788,-38.773438,-28.289101,-19.789963,-29.343738,-26.614088,-33.252101,-29.467813,-29.591888,-19.852,-27.110388,-29.467813,-26.862238,-24.504813,-17.432538,-19.231625,-14.951038,-23.202026,-18.301063,-25.063151,-25.249263,-26.862238,-23.077951
481,-0.9240000000000017,-31.080788,-39.083626,-28.102988,-19.727925,-29.467813,-26.552051,-33.314138,-29.343738,-29.653926,-19.727925,-26.862238,-29.219663,-26.552051,-24.132588,-17.12235,-19.045513,-14.826963,-23.077951,-18.3631,-24.815001,-25.063151,-26.552051,-23.077951
482,-0.9280000000000017,-31.080788,-39.331776,-27.916876,-19.541813,-29.529851,-26.427976,-33.252101,-29.157626,-29.591888,-19.665888,-26.676126,-28.971513,-26.365938,-23.884438,-16.998275,-18.735325,-14.702888,-22.891838,-18.176988,-24.628888,-25.001113,-26.365938,-23.077951
483,-0.9320000000000017,-30.956713,-39.455851,-27.854838,-19.3557,-29.653926,-26.303901,-33.128026,-28.971513,-29.591888,-19.541813,-26.427976,-28.723363,-25.993713,-23.512213,-16.688088,-18.549213,-14.516775,-22.705726,-18.11495,-24.318701,-24.939076,-25.993713,-23.139988
484,-0.9360000000000017,-30.770601,-39.704001,-27.606688,-19.169588,-29.653926,-26.179826,-33.065988,-28.785401,-29.467813,-19.479775,-26.117788,-28.351138,-25.745563,-23.202026,-16.439938,-18.176988,-14.454738,-22.457576,-17.928838,-24.132588,-24.815001,-25.745563,-23.202026
485,-0.9400000000000017,-30.460413,-39.828076,-27.482613,-18.983475,-29.653926,-26.055751,-32.941913,-28.599288,-29.405776,-19.3557,-25.869638,-28.102988,-25.435376,-22.829801,-16.253825,-17.990875,-14.330663,-22.271463,-17.8668,-23.884438,-24.690926,-25.435376,-23.202026
486,-0.9440000000000017,-30.274301,-40.014188,-27.172426,-18.735325,-29.591888,-25.869638,-32.879876,-28.413176,-29.281701,-19.231625,-25.621488,-27.792801,-25.063151,-22.457576,-15.943638,-17.742725,-14.206588,-22.023313,-17.742725,-23.698326,-24.566851,-25.063151,-23.264063
487,-0.9480000000000017,-29.902076,-40.014188,-26.862238,-18.487175,-29.591888,-25.683526,-32.631726,-28.102988,-29.219663,-19.045513,-25.311301,-27.482613,-24.815001,-22.085351,-15.695488,-17.494575,-14.14455,-21.775163,-17.61865,-23.450176,-24.504813,-24.815001,-23.326101
488,-0.9520000000000017,-29.840038,-40.138263,-26.614088,-18.301063,-29.467813,-25.435376,-32.383576,-27.792801,-29.033551,-18.921438,-24.939076,-27.048351,-24.504813,-21.713126,-15.447338,-17.246425,-14.082513,-21.527013,-17.494575,-23.326101,-24.380738,-24.504813,-23.326101
489,-0.9560000000000017,-29.095588,-40.200301,-26.365938,-18.052913,-29.405776,-25.249263,-32.135426,-27.482613,-28.847438,-18.673288,-24.628888,-26.738163,-24.132588,-21.340901,-15.199188,-17.060313,-13.958438,-21.340901,-17.3705,-23.077951,-24.318701,-24.132588,-23.450176
490,-0.9600000000000017,-29.405776,-40.076226,-25.993713,-17.742725,-29.281701,-25.001113,-31.887276,-27.110388,-28.661326,-18.549213,-24.318701,-26.365938,-23.884438,-21.030713,-15.013075,-16.812163,-13.8964,-21.030713,-17.308463,-22.829801,-24.194626,-23.884438,-23.512213
491,-0.9640000000000017,-29.095588,-40.200301,-25.683526,-17.556613,-29.095588,-24.752963,-31.577088,-26.862238,-28.475213,-18.301063,-24.070551,-25.993713,-23.512213,-20.534413,-14.764925,-16.564013,-13.834363,-20.782563,-17.184388,-22.705726,-24.008513,-23.512213,-23.636288
492,-0.9680000000000017,-28.785401,-40.076226,-25.249263,-17.308463,-28.909476,-24.442776,-31.266901,-26.427976,-28.165026,-18.11495,-23.698326,-25.559451,-23.139988,-20.286263,-14.516775,-16.3779,-13.710288,-20.472375,-17.060313,-22.457576,-23.946476,-23.139988,-23.636288
493,-0.9720000000000018,-28.475213,-39.952151,-24.939076,-16.936238,-28.723363,-24.132588,-30.894676,-26.055751,-27.854838,-17.928838,-23.388138,-25.187226,-22.891838,-19.789963,-14.268625,-16.253825,-13.64825,-20.224225,-17.060313,-22.271463,-23.884438,-22.891838,-23.698326
494,-0.9760000000000018,-28.102988,-39.828076,-24.504813,-16.750125,-28.475213,-23.822401,-30.460413,-25.683526,-27.544651,-17.742725,-22.953876,-24.815001,-22.581651,-19.479775,-14.020475,-16.005675,-13.586213,-20.038113,-16.8742,-22.147388,-23.760363,-22.581651,-23.760363
495,-0.9800000000000018,-27.916876,-39.579926,-24.132588,-16.3779,-28.227063,-23.450176,-30.088188,-25.311301,-27.296501,-17.494575,-22.705726,-24.442776,-22.209426,-19.045513,-13.772325,-15.819563,-13.586213,-19.789963,-16.812163,-21.961276,-23.636288,-22.209426,-23.822401
496,-0.9840000000000018,-27.110388,-39.331776,-23.698326,-16.12975,-27.978913,-23.139988,-29.653926,-24.877038,-26.924276,-17.184388,-22.271463,-24.008513,-21.961276,-18.735325,-13.524175,-15.757525,-13.524175,-19.417738,-16.688088,-21.837201,-23.574251,-21.961276,-23.884438
497,-0.9880000000000018,-27.048351,-39.145663,-23.326101,-15.819563,-27.730763,-22.829801,-29.219663,-24.442776,-26.552051,-16.998275,-22.023313,-23.636288,-21.651088,-18.3631,-13.4001,-15.509375,-13.586213,-19.231625,-16.62605,-21.651088,-23.450176,-21.651088,-23.946476
498,-0.9920000000000018,-26.738163,-38.711401,-22.767763,-15.509375,-27.358538,-22.457576,-28.785401,-24.008513,-26.117788,-16.812163,-21.651088,-23.264063,-21.278863,-17.990875,-13.089913,-15.3853,-13.462138,-18.983475,-16.564013,-21.464976,-23.326101,-21.278863,-23.946476
499,-0.9960000000000018,-26.427976,-38.463251,-22.395538,-15.261225,-27.048351,-22.023313,-28.289101,-23.574251,-25.745563,-16.564013,-21.278863,-22.829801,-21.030713,-17.494575,-12.965838,-15.261225,-13.462138,-18.673288,-16.501975,-21.402938,-23.202026,-21.030713,-24.070551
500,-1.0000000000000018,-26.055751,-38.028988,-21.899238,-14.951038,-26.614088,-21.713126,-27.792801,-23.077951,-25.249263,-16.315863,-20.968676,-22.457576,-20.720525,-17.184388,-12.717688,-15.075113,-13.4001,-18.549213,-16.3779,-21.340901,-23.139988,-20.720525,-24.070551
501,-1.0,9.801925,3.287988,2.543538,2.357425,3.908363,3.784288,4.156513,4.032438,2.791688,2.72965,4.032438,4.404663,3.846325,2.915763,3.101875,3.101875,3.163913,2.853725,2.667613,4.032438,3.163913,3.846325,3.4741
502,-0.996,10.050075,3.350025,2.605575,2.419463,3.9704,3.908363,4.280588,4.156513,2.915763,2.853725,4.156513,4.528738,4.032438,3.039838,3.350025,3.287988,3.287988,2.915763,2.791688,4.21855,3.287988,4.032438,3.660213
503,-0.992,10.112113,3.412063,2.543538,2.4815,3.9704,3.846325,4.280588,4.156513,2.915763,2.853725,4.156513,4.528738,4.032438,3.039838,3.287988,3.350025,3.350025,2.9778,2.791688,4.21855,3.287988,4.032438,3.660213
504,-0.988,10.112113,3.350025,2.667613,2.4815,3.908363,3.908363,4.280588,4.094475,2.915763,2.853725,4.094475,4.528738,4.032438,3.039838,3.350025,3.350025,3.350025,2.9778,2.853725,4.21855,3.287988,4.032438,3.72225
505,-0.984,10.112113,3.350025,2.605575,2.419463,3.846325,3.908363,4.21855,4.21855,2.915763,2.853725,4.094475,4.528738,4.032438,3.039838,3.287988,3.350025,3.287988,3.039838,2.791688,4.21855,3.22595,4.032438,3.660213
506,-0.98,10.298225,3.287988,2.543538,2.419463,3.908363,3.784288,4.21855,4.156513,2.9778,2.791688,4.032438,4.528738,4.032438,3.039838,3.287988,3.350025,3.412063,2.9778,2.791688,4.21855,3.22595,4.032438,3.660213
507,-0.976,10.050075,3.287988,2.543538,2.4815,3.846325,3.784288,4.21855,4.094475,2.915763,2.853725,4.032438,4.528738,4.032438,3.039838,3.287988,3.412063,3.350025,2.9778,2.72965,4.21855,3.22595,4.032438,3.660213
508,-0.972,10.112113,3.287988,2.543538,2.419463,3.846325,3.846325,4.21855,4.094475,2.915763,2.791688,4.032438,4.528738,4.094475,3.039838,3.350025,3.350025,3.350025,2.9778,2.853725,4.21855,3.22595,4.094475,3.72225
509,-0.968,9.988038,3.287988,2.543538,2.419463,3.846325,3.784288,4.156513,4.094475,2.915763,2.853725,4.032438,4.4667,4.032438,3.101875,3.287988,3.350025,3.287988,3.039838,2.791688,4.21855,3.22595,4.032438,3.72225
510,-0.964,10.050075,3.287988,2.543538,2.357425,3.784288,3.784288,4.156513,4.094475,2.915763,2.853725,4.032438,4.4667,4.032438,3.039838,3.350025,3.412063,3.350025,2.9778,2.791688,4.21855,3.22595,4.032438,3.72225
511,-0.96,10.050075,3.287988,2.4815,2.419463,3.72225,3.784288,4.094475,4.032438,2.9778,2.791688,4.032438,4.4667,4.032438,3.039838,3.287988,3.412063,3.350025,3.039838,2.853725,4.21855,3.163913,4.032438,3.72225
512,-0.956,9.988038,3.22595,2.543538,2.357425,3.72225,3.72225,4.032438,4.094475,2.915763,2.853725,4.032438,4.4667,4.094475,3.039838,3.287988,3.350025,3.412063,3.039838,2.915763,4.21855,3.22595,4.094475,3.784288
513,-0.952,10.050075,3.163913,2.543538,2.357425,3.72225,3.72225,4.094475,4.094475,2.915763,2.791688,4.032438,4.4667,4.094475,3.039838,3.287988,3.412063,3.412063,3.039838,2.915763,4.21855,3.22595,4.094475,3.72225
514,-0.948,9.988038,3.22595,2.543538,2.295388,3.72225,3.660213,4.032438,3.9704,2.915763,2.853725,3.9704,4.404663,4.032438,3.039838,3.287988,3.412063,3.412063,3.101875,2.915763,4.21855,3.22595,4.032438,3.72225
515,-0.944,10.050075,3.22595,2.543538,2.357425,3.660213,3.660213,4.032438,4.032438,2.915763,2.853725,3.9704,4.404663,4.094475,3.101875,3.350025,3.412063,3.412063,3.039838,2.915763,4.21855,3.22595,4.094475,3.784288
516,-0.94,10.112113,3.163913,2.543538,2.295388,3.660213,3.660213,3.9704,3.9704,2.9778,2.853725,4.032438,4.404663,4.094475,3.101875,3.350025,3.412063,3.350025,3.039838,2.853725,4.21855,3.22595,4.094475,3.72225
517,-0.9359999999999999,9.926,3.163913,2.543538,2.357425,3.598175,3.660213,3.9704,3.9704,2.915763,2.853725,3.9704,4.342625,4.032438,3.039838,3.412063,3.412063,3.412063,3.039838,2.915763,4.21855,3.163913,4.032438,3.784288
518,-0.9319999999999999,9.926,3.101875,2.4815,2.357425,3.598175,3.598175,3.9704,3.908363,2.9778,2.853725,3.908363,4.342625,4.032438,3.039838,3.350025,3.412063,3.412063,2.9778,2.915763,4.156513,3.287988,4.032438,3.784288
519,-0.9279999999999999,9.988038,3.101875,2.4815,2.357425,3.536138,3.598175,3.908363,3.9704,2.915763,2.853725,3.9704,4.280588,3.9704,3.101875,3.350025,3.412063,3.4741,3.039838,2.9778,4.156513,3.163913,3.9704,3.846325
520,-0.9239999999999999,9.926,3.163913,2.419463,2.357425,3.536138,3.536138,3.784288,3.908363,2.915763,2.853725,3.908363,4.280588,4.032438,3.039838,3.412063,3.412063,3.412063,3.039838,2.915763,4.156513,3.22595,4.032438,3.784288
521,-0.9199999999999999,9.926,3.101875,2.4815,2.357425,3.4741,3.598175,3.784288,3.908363,2.853725,2.915763,3.9704,4.280588,4.032438,3.039838,3.350025,3.4741,3.4741,3.039838,2.9778,4.21855,3.163913,4.032438,3.846325
522,-0.9159999999999999,9.863963,3.163913,2.4815,2.357425,3.4741,3.536138,3.784288,3.908363,2.915763,2.853725,3.908363,4.280588,3.9704,3.039838,3.350025,3.412063,3.4741,3.039838,2.9778,4.156513,3.22595,3.9704,3.846325
523,-0.9119999999999999,9.926,3.039838,2.419463,2.295388,3.4741,3.4741,3.660213,3.784288,2.853725,2.853725,3.908363,4.280588,4.032438,3.039838,3.412063,3.412063,3.536138,3.039838,3.039838,4.156513,3.22595,4.032438,3.846325
524,-0.9079999999999999,9.801925,3.039838,2.419463,2.357425,3.412063,3.536138,3.660213,3.846325,2.915763,2.915763,3.908363,4.21855,3.9704,3.101875,3.287988,3.412063,3.4741,3.039838,2.9778,4.156513,3.22595,3.9704,3.846325
525,-0.9039999999999999,9.926,3.039838,2.419463,2.295388,3.350025,3.4741,3.598175,3.72225,2.915763,2.915763,3.908363,4.21855,3.9704,3.101875,3.412063,3.412063,3.536138,3.039838,2.9778,4.156513,3.22595,3.9704,3.908363
526,-0.8999999999999999,9.739888,3.039838,2.357425,2.357425,3.350025,3.412063,3.598175,3.72225,2.853725,2.853725,3.846325,4.094475,3.9704,3.163913,3.350025,3.412063,3.4741,3.039838,2.9778,4.156513,3.22595,3.9704,3.784288
527,-0.8959999999999999,9.926,2.9778,2.357425,2.295388,3.350025,3.412063,3.536138,3.72225,2.853725,2.791688,3.846325,4.094475,3.846325,3.101875,3.412063,3.4741,3.536138,3.101875,2.9778,4.094475,3.22595,3.846325,3.846325
528,-0.8919999999999999,9.739888,3.039838,2.357425,2.357425,3.287988,3.412063,3.536138,3.72225,2.915763,2.853725,3.784288,4.094475,3.908363,3.039838,3.412063,3.4741,3.4741,3.039838,2.9778,4.094475,3.22595,3.908363,3.846325
529,-0.8879999999999999,9.801925,2.915763,2.357425,2.295388,3.22595,3.412063,3.536138,3.660213,2.791688,2.853725,3.784288,4.032438,3.846325,3.101875,3.350025,3.4741,3.536138,2.9778,2.9778,4.094475,3.22595,3.846325,3.908363
530,-0.8839999999999999,9.739888,2.9778,2.357425,2.295388,3.22595,3.350025,3.412063,3.660213,2.915763,2.853725,3.784288,3.9704,3.846325,3.101875,3.412063,3.536138,3.4741,3.039838,2.915763,4.094475,3.22595,3.846325,3.846325
531,-0.8799999999999999,9.739888,2.9778,2.357425,2.295388,3.22595,3.350025,3.412063,3.598175,2.853725,2.853725,3.72225,4.032438,3.846325,3.039838,3.350025,3.412063,3.536138,3.039838,3.039838,4.094475,3.22595,3.846325,3.908363
